cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.57558452926209,-33.5286192111959,205.0,36.0,0.0,0.0,12.488676844783722,114303
114303_1,-70.56337850993371,-33.537628476821226,469.0,91.0,2.0,2.0,17.09034216335542,114303
114303_2,-70.60452999999998,-33.52187950819672,98.0,18.0,0.0,0.0,5.055737704918033,114303
114303_3,-70.57609,-33.531954999999996,63.0,12.0,0.0,0.0,14.695833333333333,114303
114831_0,-70.59837367088605,-33.51392835443038,49.0,9.0,1.0,1.0,6.105274261603375,114831
114831_1,-70.58008714285715,-33.51862020408163,124.0,23.0,0.0,0.0,7.477551020408163,114831
114831_2,-70.58884581395345,-33.518210697674434,27.0,4.0,0.0,0.0,4.314534883720932,114831
114831_3,-70.58783909090909,-33.51663818181818,139.0,26.0,0.0,0.0,4.689393939393939,114831
114802_0,-70.57217615789472,-33.51488373684211,178.0,33.0,1.0,1.0,3.669298245614033,114802
114802_1,-70.55180311320757,-33.51802471698113,95.0,17.0,0.0,0.0,8.5875786163522,114802
114802_2,-70.56325916666667,-33.51822083333333,73.0,13.0,0.0,0.0,6.261111111111112,114802
114802_3,-70.5413072222222,-33.53483,15.0,3.0,0.0,0.0,15.053703703703702,114802
114824_0,-70.59666644067798,-33.5551,103.0,19.0,1.0,1.0,6.869774011299432,114824
114824_1,-70.57863392592594,-33.5449662962963,81.0,14.0,0.0,0.0,5.261975308641977,114824
114824_2,-70.59343124999998,-33.54862,82.0,15.0,0.0,0.0,6.3125,114824
114824_3,-70.59662515527953,-33.54480062111799,74.0,13.0,0.0,0.0,2.949068322981366,114824
200144_0,-70.58271357142856,-33.55683214285715,28.0,5.0,1.0,1.0,2.3214285714285716,200144
200144_1,-70.56871653061226,-33.55482653061225,162.0,31.0,0.0,0.0,5.750170068027212,200144
200144_2,-70.58117374999998,-33.55215125000001,24.0,4.0,0.0,0.0,4.1029761904761894,200144
200144_3,-70.57423125,-33.5562225,67.0,13.0,0.0,0.0,4.1875,200144
114816_0,-70.59279000000001,-33.56207466666666,37.0,7.0,0.0,0.0,5.6244444444444435,114816
114816_1,-70.57740000000001,-33.562335000000004,74.0,14.0,0.0,0.0,4.504166666666666,114816
114816_2,-70.56493064516128,-33.55918419354839,43.0,8.0,0.0,0.0,4.947849462365592,114816
114816_3,-70.58855636363634,-33.56759727272727,39.0,7.0,0.0,0.0,5.56590909090909,114816
114816_4,-70.57747875000003,-33.56140833333334,57.0,11.0,0.0,0.0,2.595486111111111,114816
114805_0,-70.60691750000002,-33.55608299999999,132.0,24.0,1.0,1.0,3.1253333333333346,114805
114805_1,-70.61048244897958,-33.56582653061224,74.0,13.0,0.0,0.0,4.160884353741496,114805
114805_2,-70.59521357142859,-33.56624952380953,33.0,6.0,0.0,0.0,5.128968253968255,114805
114805_3,-70.6057979090909,-33.560078000000004,121.0,22.0,0.0,0.0,1.8380303030303033,114805
114805_4,-70.60308750000002,-33.562290000000004,50.0,9.0,0.0,0.0,3.4333333333333336,114805
200051_0,-70.61053962962963,-33.55201333333332,43.0,8.0,0.0,0.0,3.4,200051
200051_1,-70.60692085106382,-33.53943659574468,11.0,2.0,0.0,0.0,3.4613475177304975,200051
200051_2,-70.60427000000001,-33.538450000000005,12.0,2.0,0.0,0.0,4.416666666666667,200051
200051_3,-70.60651146341462,-33.54853402439025,59.0,10.0,0.0,0.0,2.0810975609756106,200051
114825_0,-70.62593629629636,-33.55361617283949,92.0,17.0,1.0,1.0,2.02962962962963,114825
114825_1,-70.61696658536586,-33.55411951219513,30.0,5.0,0.0,0.0,4.92662601626016,114825
114825_2,-70.62815857142859,-33.552862857142856,134.0,25.0,0.0,0.0,2.3166666666666664,114825
114825_3,-70.6274750877193,-33.548596140350874,127.0,24.0,0.0,0.0,2.4470760233918125,114825
114825_4,-70.61783218750003,-33.54893208333334,28.0,5.0,0.0,0.0,4.667187500000001,114825
114817_0,-70.62042833333334,-33.56388111111111,21.0,4.0,0.0,0.0,4.671296296296295,114817
114817_1,-70.614839375,-33.55829104166666,64.0,12.0,0.0,0.0,2.3937500000000003,114817
114817_2,-70.62378955223882,-33.56073388059701,56.0,10.0,0.0,0.0,3.7604477611940292,114817
114817_3,-70.62010500000001,-33.560386666666666,72.0,13.0,0.0,0.0,2.6805555555555554,114817
114817_4,-70.61434660377358,-33.56141905660378,64.0,12.0,0.0,0.0,3.119496855345912,114817
114804_0,-70.59955533333333,-33.52824433333333,51.0,10.0,0.0,0.0,4.224444444444445,114804
114804_1,-70.60383163934426,-33.53562065573771,18.0,3.0,0.0,0.0,2.994808743169399,114804
114804_2,-70.60004987179488,-33.53160064102565,73.0,14.0,0.0,0.0,2.247649572649572,114804
114804_3,-70.596485,-33.53744821428571,13.0,2.0,0.0,0.0,4.460714285714285,114804
114804_4,-70.60701586206898,-33.53142,104.0,20.0,0.0,0.0,3.0005747126436777,114804
114315_0,-70.62166,-33.527175,14.0,3.0,0.0,0.0,1.0464285714285713,114315
114315_1,-70.62972941176471,-33.5306594117647,32.0,5.0,0.0,0.0,2.686274509803922,114315
114315_2,-70.61230333333333,-33.529801666666664,20.0,4.0,0.0,0.0,3.136111111111111,114315
114315_3,-70.61744866666665,-33.52875866666667,31.0,6.0,0.0,0.0,1.68,114315
114315_4,-70.61173714285715,-33.52583428571428,3.0,1.0,0.0,0.0,2.4261904761904765,114315
114806_0,-70.62787410714289,-33.53818345238095,112.0,20.0,0.0,0.0,2.7348214285714314,114806
114806_1,-70.61573125,-33.539295,39.0,7.0,0.0,0.0,6.335416666666668,114806
114806_2,-70.61674293103451,-33.54372560344827,38.0,7.0,0.0,0.0,5.813793103448274,114806
114806_3,-70.61614770114943,-33.53500425287356,64.0,12.0,0.0,0.0,5.232950191570881,114806
114807_0,-70.64849232876713,-33.54579438356165,17.0,3.0,0.0,0.0,2.022374429223744,114807
114807_1,-70.63648087719297,-33.54919210526315,12.0,2.0,0.0,0.0,4.7105263157894735,114807
114807_2,-70.64064818181818,-33.54665257575757,22.0,4.0,0.0,0.0,3.5487373737373735,114807
114807_3,-70.63372666666667,-33.55026,34.0,6.0,0.0,0.0,5.533333333333334,114807
114811_0,-70.61786829166665,-33.59209016666667,95.0,16.0,0.0,0.0,3.1781250000000005,114811
114811_1,-70.63518655172416,-33.61732724137931,23.0,4.0,0.0,0.0,9.280459770114943,114811
114811_2,-70.64099553571431,-33.58652625,16.0,3.0,0.0,0.0,7.5684523809523805,114811
114811_3,-70.62138999999998,-33.59241,50.0,9.0,0.0,0.0,4.272222222222222,114811
114826_0,-70.61903397727271,-33.62996909090911,145.0,27.0,0.0,0.0,4.660037878787878,114826
114826_1,-70.62311578947369,-33.61460596491228,114.0,21.0,0.0,0.0,5.845321637426901,114826
114826_2,-70.62521183673468,-33.627332653061224,114.0,22.0,0.0,0.0,2.8360544217687074,114826
114826_3,-70.625602,-33.629206,430.0,80.0,1.0,1.0,3.19,114826
114808_0,-70.63371153846155,-33.57962846153846,13.0,2.0,0.0,0.0,3.7666666666666675,114808
114808_1,-70.6448480851064,-33.57830914893617,21.0,4.0,0.0,0.0,2.975886524822695,114808
114808_2,-70.642315,-33.584137500000004,54.0,10.0,0.0,0.0,3.2416666666666667,114808
114808_3,-70.63886100000003,-33.579919200000006,10.0,2.0,0.0,0.0,2.250333333333332,114808
114808_4,-70.64438083333336,-33.58329416666667,22.0,4.0,0.0,0.0,4.210416666666667,114808
114809_0,-70.645369245283,-33.58625358490567,8.0,1.0,0.0,0.0,5.030817610062891,114809
114809_1,-70.65424989130433,-33.580409130434774,26.0,4.0,0.0,0.0,3.1675724637681166,114809
114809_2,-70.65879400000001,-33.583345714285706,19.0,3.0,0.0,0.0,4.90690476190476,114809
114809_3,-70.65240673913046,-33.57677195652173,52.0,10.0,0.0,0.0,2.4365942028985508,114809
114819_0,-70.63644033333334,-33.56067399999999,84.0,16.0,1.0,1.0,4.7511111111111095,114819
114819_1,-70.65039774193549,-33.56143215053764,81.0,15.0,0.0,0.0,2.7240143369175622,114819
114819_2,-70.63690999999999,-33.560135,74.0,13.0,0.0,0.0,4.829166666666667,114819
114819_3,-70.6393413235294,-33.56370338235295,69.0,13.0,0.0,0.0,2.834558823529412,114819
114819_4,-70.64850000000003,-33.55803129032258,101.0,19.0,0.0,0.0,3.735752688172044,114819
114820_0,-70.5899763320463,-33.58373034749033,156.0,27.0,0.0,0.0,5.929279279279279,114820
114820_1,-70.59913105263158,-33.58404210526315,195.0,36.0,0.0,0.0,4.1491228070175445,114820
114820_2,-70.57930676767673,-33.58984646464648,93.0,16.0,0.0,0.0,9.329461279461281,114820
114820_3,-70.60282843750004,-33.5755009375,164.0,31.0,0.0,0.0,6.135243055555556,114820
114820_4,-70.60180655038758,-33.588937829457365,331.0,60.0,2.0,2.0,4.010529715762276,114820
