cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.5636451079136,-33.53830158273386,12.0,1.0,0.0,0.0,17.143225419664283,114303
114303_1,-70.56556320855617,-33.527611711229945,6.0,1.0,0.0,0.0,14.451515151515142,114303
114303_2,-70.60509875,-33.521629374999996,18.0,3.0,0.0,0.0,4.883035714285713,114303
114303_3,-70.5896694117647,-33.52930882352941,42.0,7.0,0.0,0.0,9.979411764705882,114303
114303_4,-70.5821715859031,-33.52941101321585,101.0,18.0,0.0,0.0,11.278046989721004,114303
114831_0,-70.58880956043953,-33.518357472527484,35.0,6.0,0.0,0.0,4.350000000000001,114831
114831_1,-70.57980329787233,-33.51851351063831,27.0,5.0,0.0,0.0,7.527304964539005,114831
114831_2,-70.5982287179487,-33.51386487179486,21.0,4.0,0.0,0.0,6.049145299145299,114831
114831_3,-70.58927363636361,-33.51654545454546,26.0,4.0,0.0,0.0,5.681818181818182,114831
114802_0,-70.55187915887853,-33.51805056074766,10.0,2.0,0.0,0.0,8.59252336448598,114802
114802_1,-70.57214108808287,-33.514907979274604,18.0,3.0,0.0,0.0,3.6892918825561294,114802
114802_2,-70.56299428571428,-33.516099999999994,14.0,2.0,0.0,0.0,5.692857142857143,114802
114802_3,-70.54168315789474,-33.534882631578945,2.0,0.0,0.0,0.0,14.856140350877196,114802
114824_0,-70.57838303030304,-33.54502992424243,61.0,11.0,0.0,0.0,5.259343434343436,114824
114824_1,-70.59677532786885,-33.555069672131154,14.0,2.0,0.0,0.0,6.845355191256828,114824
114824_2,-70.59660477707008,-33.544568471337556,79.0,14.0,0.0,0.0,2.9003184713375796,114824
114824_3,-70.59147454545453,-33.54676454545454,55.0,10.0,0.0,0.0,5.598484848484849,114824
200144_0,-70.58236204545454,-33.556844545454545,19.0,3.0,0.0,0.0,2.3715909090909086,200144
200144_1,-70.56878430000002,-33.554914000000004,15.0,3.0,0.0,0.0,5.734166666666666,200144
200144_2,-70.58110181818179,-33.55213763636364,36.0,7.0,0.0,0.0,4.118484848484847,200144
200144_3,-70.57696200000001,-33.554013999999995,17.0,3.0,0.0,0.0,4.0,200144
114816_0,-70.56493064516128,-33.55918419354839,7.0,1.0,0.0,0.0,4.947849462365592,114816
