cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.56345837837833,-33.53786726351354,1.0,0.0,0.0,0.0,17.094650900900913,114303
114303_1,-70.57534901763223,-33.52854760705287,1.0,0.0,0.0,0.0,12.536901763224192,114303
114303_2,-70.57535833333333,-33.53281,2.0,0.0,0.0,0.0,15.158333333333333,114303
114303_3,-70.60452999999998,-33.52187950819672,1.0,0.0,0.0,0.0,5.055737704918033,114303
114831_0,-70.58876616279066,-33.51811837209304,0.0,0.0,0.0,0.0,4.288953488372095,114831
114831_1,-70.57969954545455,-33.51833647727274,0.0,0.0,0.0,0.0,7.611553030303027,114831
114831_2,-70.5984915384615,-33.513943974358966,0.0,0.0,0.0,0.0,6.139529914529914,114831
114831_3,-70.58623818181817,-33.51885636363637,12.0,1.0,0.0,0.0,5.463636363636364,114831
114802_0,-70.57221752577317,-33.514889278350516,2.0,0.0,0.0,0.0,3.685137457044672,114802
114802_1,-70.5422818181818,-33.533779090909086,0.0,0.0,0.0,0.0,14.30606060606061,114802
114802_2,-70.55899833333335,-33.51690333333334,10.0,2.0,0.0,0.0,6.161111111111111,114802
114802_3,-70.55204663461542,-33.51779846153846,6.0,1.0,0.0,0.0,8.528205128205128,114802
114824_0,-70.59663257861637,-33.54463547169809,1.0,0.0,0.0,0.0,2.929454926624738,114824
114824_1,-70.59655468253969,-33.554940158730155,0.0,0.0,0.0,0.0,6.845767195767194,114824
114824_2,-70.57849703703704,-33.54498355555557,0.0,0.0,0.0,0.0,5.267901234567903,114824
114824_3,-70.59937499999997,-33.540915000000005,2.0,0.0,0.0,0.0,3.3916666666666666,114824
200144_0,-70.56875280000001,-33.55489000000001,1.0,0.0,0.0,0.0,5.756166666666665,200144
200144_1,-70.58239093023256,-33.55691255813954,0.0,0.0,0.0,0.0,2.3441860465116275,200144
200144_2,-70.57453333333335,-33.55505333333334,3.0,0.0,0.0,0.0,3.783333333333333,200144
200144_3,-70.58113931034481,-33.55222068965518,0.0,0.0,0.0,0.0,4.07787356321839,200144
114816_0,-70.57747220000002,-33.5614014,0.0,0.0,0.0,0.0,2.614666666666667,114816
114816_1,-70.56507034482757,-33.559161379310346,0.0,0.0,0.0,0.0,4.949999999999999,114816
114816_2,-70.56408,-33.559396666666665,2.0,0.0,0.0,0.0,5.316666666666666,114816
114816_3,-70.59279000000001,-33.56207466666666,0.0,0.0,0.0,0.0,5.6244444444444435,114816
114816_4,-70.5885556521739,-33.56760217391304,0.0,0.0,0.0,0.0,5.57391304347826,114816
114805_0,-70.61048244897958,-33.56582653061224,0.0,0.0,0.0,0.0,4.160884353741496,114805
114805_1,-70.60567032786885,-33.55977778688525,11.0,1.0,0.0,0.0,1.891120218579235,114805
114805_2,-70.59521357142859,-33.56624952380953,0.0,0.0,0.0,0.0,5.128968253968255,114805
114805_3,-70.60336666666667,-33.563750000000006,5.0,1.0,0.0,0.0,2.766666666666667,114805
114805_4,-70.60719089887641,-33.55597640449437,4.0,1.0,0.0,0.0,3.252059925093635,114805
200051_0,-70.61053962962963,-33.55201333333332,1.0,0.0,0.0,0.0,3.4,200051
200051_1,-70.60651146341462,-33.54853402439025,1.0,0.0,0.0,0.0,2.0810975609756106,200051
200051_2,-70.60427000000001,-33.538450000000005,1.0,0.0,0.0,0.0,4.416666666666667,200051
200051_3,-70.60692085106382,-33.53943659574468,0.0,0.0,0.0,0.0,3.4613475177304975,200051
114825_0,-70.61797588235297,-33.54895754901961,0.0,0.0,0.0,0.0,4.629411764705884,114825
114825_1,-70.62666410256412,-33.55153589743589,1.0,0.0,0.0,0.0,2.050854700854701,114825
114825_2,-70.61759707865168,-33.55431696629214,0.0,0.0,0.0,0.0,4.745692883895129,114825
114825_3,-70.62985333333334,-33.550708666666665,6.0,1.0,0.0,0.0,2.5077777777777777,114825
114817_0,-70.61434660377358,-33.56141905660378,4.0,1.0,0.0,0.0,3.119496855345912,114817
114817_1,-70.62378955223882,-33.56073388059701,0.0,0.0,0.0,0.0,3.7604477611940292,114817
114817_2,-70.61961833333334,-33.560206666666666,12.0,2.0,0.0,0.0,2.8027777777777776,114817
114817_3,-70.62042833333334,-33.56388111111111,3.0,0.0,0.0,0.0,4.671296296296295,114817
114817_4,-70.61490020833334,-33.558313541666664,3.0,0.0,0.0,0.0,2.3784722222222223,114817
114804_0,-70.6002976744186,-33.53202372093025,0.0,0.0,0.0,0.0,2.1922480620155036,114804
114804_1,-70.60621328125,-33.534028125,0.0,0.0,0.0,0.0,3.077864583333333,114804
114804_2,-70.59970848484849,-33.52844515151515,0.0,0.0,0.0,0.0,4.12929292929293,114804
114804_3,-70.6020825,-33.5284825,1.0,0.0,0.0,0.0,3.5374999999999996,114804
114804_4,-70.5976246153846,-33.53744384615384,0.0,0.0,0.0,0.0,4.1209401709401705,114804
114315_0,-70.62079944444446,-33.52814444444445,0.0,0.0,0.0,0.0,1.0537037037037036,114315
114315_1,-70.61378666666666,-33.53018111111112,0.0,0.0,0.0,0.0,2.890740740740741,114315
114315_2,-70.62629333333335,-33.529943333333335,0.0,0.0,0.0,0.0,2.488888888888889,114315
114315_3,-70.61398615384614,-33.525909999999996,0.0,0.0,0.0,0.0,2.065384615384615,114315
114315_4,-70.62919875,-33.5304875,0.0,0.0,0.0,0.0,2.6260416666666666,114315
114806_0,-70.6277050574713,-33.538059655172404,0.0,0.0,0.0,0.0,2.7765325670498107,114806
114806_1,-70.6169052727273,-33.54401663636363,0.0,0.0,0.0,0.0,5.865454545454542,114806
114806_2,-70.6156287912088,-33.535357692307684,0.0,0.0,0.0,0.0,5.325274725274723,114806
114806_3,-70.61331249999999,-33.54124,1.0,0.0,0.0,0.0,6.720833333333333,114806
114807_0,-70.64075910447761,-33.54667611940299,1.0,0.0,0.0,0.0,3.545771144278607,114807
114807_1,-70.63648087719297,-33.54919210526315,0.0,0.0,0.0,0.0,4.7105263157894735,114807
114807_2,-70.64849805555558,-33.54576055555556,1.0,0.0,0.0,0.0,2.0039351851851848,114807
114807_3,-70.63372666666667,-33.55026,7.0,1.0,0.0,0.0,5.533333333333334,114807
114811_0,-70.61785020746886,-33.59209925311203,1.0,0.0,0.0,0.0,3.1775242047026286,114811
114811_1,-70.63518655172416,-33.61732724137931,0.0,0.0,0.0,0.0,9.280459770114943,114811
114811_2,-70.64099553571431,-33.58652625,0.0,0.0,0.0,0.0,7.5684523809523805,114811
114811_3,-70.62532999999999,-33.591475,3.0,0.0,0.0,0.0,4.891666666666667,114811
114826_0,-70.62311578947369,-33.61460596491228,0.0,0.0,0.0,0.0,5.845321637426901,114826
114826_1,-70.61911230769229,-33.62987109890111,0.0,0.0,0.0,0.0,4.6390109890109885,114826
114826_2,-70.62603944444444,-33.62940944444444,8.0,1.0,0.0,0.0,3.058333333333333,114826
114826_3,-70.62530166666666,-33.62735541666667,0.0,0.0,0.0,0.0,2.826041666666667,114826
114808_0,-70.63886100000003,-33.579919200000006,0.0,0.0,0.0,0.0,2.250333333333332,114808
114808_1,-70.63371153846155,-33.57962846153846,0.0,0.0,0.0,0.0,3.7666666666666675,114808
114808_2,-70.6448480851064,-33.57830914893617,0.0,0.0,0.0,0.0,2.975886524822695,114808
114808_3,-70.642315,-33.584137500000004,4.0,0.0,0.0,0.0,3.2416666666666667,114808
114808_4,-70.64438083333336,-33.58329416666667,1.0,0.0,0.0,0.0,4.210416666666667,114808
114809_0,-70.65364070707069,-33.577865252525264,0.0,0.0,0.0,0.0,2.632828282828283,114809
114809_1,-70.65704944444444,-33.58308166666665,0.0,0.0,0.0,0.0,4.468518518518517,114809
114809_2,-70.64532018867924,-33.58619754716982,0.0,0.0,0.0,0.0,5.028930817610061,114809
114809_3,-70.64810999999997,-33.58483999999999,0.0,0.0,0.0,0.0,3.8333333333333335,114809
114819_0,-70.6363905882353,-33.56099779411765,1.0,0.0,0.0,0.0,4.652696078431371,114819
114819_1,-70.64305285714283,-33.56311571428572,1.0,0.0,0.0,0.0,2.496258503401361,114819
114819_2,-70.65010153846157,-33.559403504273526,1.0,0.0,0.0,0.0,3.4337606837606844,114819
114819_3,-70.63690999999999,-33.560135,9.0,1.0,0.0,0.0,4.829166666666667,114819
114820_0,-70.60018506211178,-33.588594782608716,1.0,0.0,0.0,0.0,4.176242236024845,114820
114820_1,-70.58233509316769,-33.58898223602484,0.0,0.0,0.0,0.0,8.357556935817811,114820
114820_2,-70.60853999999998,-33.58830999999999,1.0,0.0,0.0,0.0,3.566666666666667,114820
114820_3,-70.59535331983811,-33.57866331983805,0.0,0.0,0.0,0.0,5.943117408906885,114820
114814_0,-70.63891398373987,-33.53662861788619,0.0,0.0,0.0,0.0,2.5979674796747974,114814
114814_1,-70.64600812500002,-33.535918593750004,0.0,0.0,0.0,0.0,3.1531250000000006,114814
114814_2,-70.63823666666666,-33.535223333333334,0.0,0.0,0.0,0.0,3.6888888888888887,114814
114814_3,-70.64216336956522,-33.526052282608696,0.0,0.0,0.0,0.0,6.182246376811594,114814
114828_0,-70.63555566265057,-33.556288192771085,0.0,0.0,0.0,0.0,3.310843373493976,114828
114828_1,-70.65052347222225,-33.55217847222223,0.0,0.0,0.0,0.0,3.7104166666666663,114828
114828_2,-70.637385,-33.55418,3.0,0.0,0.0,0.0,3.2333333333333334,114828
114828_3,-70.64238200000004,-33.55329799999999,0.0,0.0,0.0,0.0,2.048627450980391,114828
