cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.60459837606835,-33.52191991452991,115.0,21.0,0.0,0.0,5.034472934472935,114303
114303_1,-70.57513002564103,-33.52854989743587,421.0,79.0,1.0,1.0,12.58034188034189,114303
114303_2,-70.58317749999999,-33.52926666666667,159.0,29.0,0.0,0.0,11.530555555555557,114303
114303_3,-70.56333472413786,-33.53795441379314,140.0,25.0,0.0,0.0,17.14764367816094,114303
114831_0,-70.59826128205125,-33.513849102564095,111.0,21.0,1.0,1.0,6.06559829059829,114831
114831_1,-70.58008494845362,-33.51859505154639,108.0,20.0,0.0,0.0,7.504982817869416,114831
114831_2,-70.5887549473684,-33.51806936842105,156.0,28.0,0.0,0.0,4.2494736842105265,114831
114831_3,-70.59067249999998,-33.51843000000001,70.0,13.0,0.0,0.0,8.237499999999999,114831
114802_0,-70.55162317307693,-33.51798692307692,111.0,21.0,1.0,1.0,8.5963141025641,114802
114802_1,-70.57222910526312,-33.5148557368421,168.0,31.0,0.0,0.0,3.64736842105263,114802
114802_2,-70.54178999999999,-33.53525833333333,19.0,3.0,0.0,0.0,14.974074074074075,114802
114802_3,-70.56161999999999,-33.51830285714286,90.0,16.0,0.0,0.0,6.92857142857143,114802
114824_0,-70.59662808917199,-33.544622993630554,199.0,37.0,1.0,1.0,2.9138004246284503,114824
114824_1,-70.57833615384617,-33.54499030769231,190.0,36.0,0.0,0.0,5.250641025641027,114824
114824_2,-70.59670991596639,-33.555066974789916,156.0,29.0,0.0,0.0,6.831652661064423,114824
114824_3,-70.59147062499999,-33.547911875000004,209.0,39.0,0.0,0.0,5.830208333333332,114824
200144_0,-70.56862525773197,-33.55488092783506,107.0,20.0,1.0,1.0,5.775601374570447,200144
200144_1,-70.58099155172413,-33.55224844827587,120.0,22.0,0.0,0.0,4.077298850574712,200144
200144_2,-70.58241404761904,-33.55696357142857,72.0,14.0,0.0,0.0,2.3369047619047616,200144
200144_3,-70.57603142857144,-33.55483857142857,74.0,14.0,0.0,0.0,4.202380952380953,200144
114816_0,-70.57738877551023,-33.56139183673469,54.0,10.0,0.0,0.0,2.610544217687075,114816
114816_1,-70.56493064516128,-33.55918419354839,34.0,6.0,0.0,0.0,4.947849462365592,114816
114816_2,-70.5928784090909,-33.56212863636363,69.0,13.0,0.0,0.0,5.6367424242424224,114816
114816_3,-70.57896333333333,-33.56024333333334,42.0,8.0,0.0,0.0,4.672222222222222,114816
114816_4,-70.5885556521739,-33.56760217391304,25.0,5.0,0.0,0.0,5.57391304347826,114816
114805_0,-70.59521357142859,-33.56624952380953,51.0,10.0,1.0,1.0,5.128968253968255,114805
114805_1,-70.60701747474748,-33.556002828282814,113.0,21.0,0.0,0.0,3.0991582491582514,114805
114805_2,-70.61043479999998,-33.56572619999999,95.0,18.0,0.0,0.0,4.156666666666665,114805
114805_3,-70.60308750000002,-33.562290000000004,45.0,8.0,0.0,0.0,3.4333333333333336,114805
114805_4,-70.60569718181817,-33.56010718181819,147.0,27.0,0.0,0.0,1.854090909090909,114805
200051_0,-70.60513238095238,-33.552147619047616,50.0,9.0,0.0,0.0,2.8293650793650795,200051
200051_1,-70.60692085106382,-33.53943659574468,37.0,7.0,0.0,0.0,3.4613475177304975,200051
200051_2,-70.6106605769231,-33.55195057692306,62.0,11.0,0.0,0.0,3.3862179487179485,200051
200051_3,-70.6069992063492,-33.54749174603175,44.0,8.0,0.0,0.0,1.8849206349206342,200051
200051_4,-70.60427000000001,-33.538450000000005,10.0,2.0,0.0,0.0,4.416666666666667,200051
114825_0,-70.62700045454545,-33.54877363636364,76.0,14.0,1.0,1.0,2.4888888888888894,114825
114825_1,-70.6177343023256,-33.548798720930236,124.0,24.0,0.0,0.0,4.756201550387598,114825
114825_2,-70.62659933333336,-33.55381853333333,47.0,9.0,0.0,0.0,1.9631111111111113,114825
114825_3,-70.62232750000001,-33.55645,39.0,7.0,0.0,0.0,3.9875,114825
114825_4,-70.61712760869564,-33.55369858695652,244.0,47.0,0.0,0.0,4.73532608695652,114825
114817_0,-70.62078421052631,-33.563901578947366,40.0,7.0,1.0,1.0,4.679824561403508,114817
114817_1,-70.61468782608696,-33.55828434782608,70.0,13.0,0.0,0.0,2.3894927536231885,114817
114817_2,-70.61858428571429,-33.55927714285714,86.0,15.0,0.0,0.0,2.3190476190476192,114817
