cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.60470566666666,-33.521865,121.0,23.0,0.0,0.0,5.016388888888889,114303
114303_1,-70.57546670951157,-33.528619537275034,483.0,91.0,1.0,1.0,12.51203941730935,114303
114303_2,-70.563267625418,-33.53773153846157,318.0,60.0,1.0,1.0,17.114994425864,114303
114303_3,-70.58183076923078,-33.52844153846154,125.0,23.0,0.0,0.0,12.183333333333334,114303
114831_0,-70.59826128205125,-33.513849102564095,80.0,15.0,1.0,1.0,6.06559829059829,114831
114831_1,-70.58886815217389,-33.51798152173913,112.0,21.0,0.0,0.0,4.19981884057971,114831
114831_2,-70.5802409,-33.518660100000005,86.0,16.0,0.0,0.0,7.452999999999999,114831
114831_3,-70.59067249999998,-33.51843000000001,53.0,9.0,0.0,0.0,8.237499999999999,114831
114802_0,-70.55268557522125,-33.51775053097345,111.0,20.0,1.0,1.0,8.353687315634218,114802
114802_1,-70.54222999999999,-33.53370789473684,14.0,3.0,0.0,0.0,14.40701754385965,114802
114802_2,-70.57237471204186,-33.51484382198954,131.0,24.0,0.0,0.0,3.637958115183245,114802
114802_3,-70.54261000000001,-33.53423,30.0,5.0,0.0,0.0,13.666666666666666,114802
114824_0,-70.5966761146497,-33.54463273885349,150.0,28.0,1.0,1.0,2.8986199575371554,114824
114824_1,-70.58873352941175,-33.54778529411765,149.0,28.0,0.0,0.0,6.175490196078431,114824
114824_2,-70.59670991596639,-33.555066974789916,105.0,20.0,0.0,0.0,6.831652661064423,114824
114824_3,-70.57853658914729,-33.54497248062017,155.0,29.0,0.0,0.0,5.219121447028425,114824
200144_0,-70.57614090909092,-33.55370636363636,53.0,10.0,0.0,0.0,4.256060606060606,200144
200144_1,-70.58241404761904,-33.55696357142857,35.0,6.0,0.0,0.0,2.3369047619047616,200144
200144_2,-70.58166115384613,-33.552224807692305,56.0,11.0,0.0,0.0,4.04102564102564,200144
200144_3,-70.56871161616162,-33.55486131313132,77.0,14.0,0.0,0.0,5.749326599326599,200144
114816_0,-70.56493064516128,-33.55918419354839,18.0,3.0,0.0,0.0,4.947849462365592,114816
114816_1,-70.58865730769229,-33.56712115384615,20.0,4.0,0.0,0.0,5.484615384615385,114816
114816_2,-70.58135750000001,-33.562110000000004,30.0,6.0,0.0,0.0,4.941666666666666,114816
114816_3,-70.57738877551023,-33.56139183673469,27.0,5.0,0.0,0.0,2.610544217687075,114816
114816_4,-70.593245,-33.56189124999999,41.0,8.0,0.0,0.0,5.696666666666665,114816
114805_0,-70.60630030927834,-33.56022546391753,93.0,16.0,1.0,1.0,1.71786941580756,114805
114805_1,-70.61023169811321,-33.565465094339615,88.0,17.0,0.0,0.0,4.102830188679245,114805
114805_2,-70.59521357142859,-33.56624952380953,41.0,8.0,0.0,0.0,5.128968253968255,114805
114805_3,-70.60629036363639,-33.55631918181817,72.0,13.0,0.0,0.0,3.068636363636365,114805
114805_4,-70.60338666666667,-33.561636666666665,20.0,4.0,0.0,0.0,3.5666666666666664,114805
200051_0,-70.60541217391305,-33.55177652173912,41.0,8.0,0.0,0.0,2.7710144927536233,200051
200051_1,-70.606865625,-33.53941604166667,38.0,7.0,0.0,0.0,3.4812500000000015,200051
200051_2,-70.60687844827585,-33.54731327586207,34.0,6.0,0.0,0.0,1.8382183908045968,200051
200051_3,-70.6105390909091,-33.551881454545445,55.0,10.0,0.0,0.0,3.3436363636363637,200051
114825_0,-70.62373199999999,-33.551761,83.0,16.0,1.0,1.0,3.2416666666666663,114825
114825_1,-70.61677555555556,-33.55398160493828,218.0,42.0,0.0,0.0,4.895267489711931,114825
114825_2,-70.62701397260275,-33.54920863013699,134.0,25.0,0.0,0.0,2.323287671232877,114825
114825_3,-70.61776329670333,-33.548872527472525,151.0,29.0,0.0,0.0,4.717948717948718,114825
114825_4,-70.62621411764704,-33.55424205882353,62.0,12.0,0.0,0.0,2.12156862745098,114825
114817_0,-70.6149412,-33.55831679999999,63.0,12.0,1.0,1.0,2.3813333333333335,114817
114817_1,-70.62440048780488,-33.562120731707324,46.0,8.0,0.0,0.0,4.273983739837399,114817
114817_2,-70.62228704545454,-33.560551136363635,142.0,27.0,0.0,0.0,3.5799242424242426,114817
114817_3,-70.6145050877193,-33.561534912280706,47.0,9.0,0.0,0.0,3.167251461988304,114817
114804_0,-70.60036259259257,-33.531829753086434,49.0,9.0,0.0,0.0,2.1549382716049377,114804
114804_1,-70.599245,-33.53733180000001,58.0,11.0,0.0,0.0,3.6266666666666665,114804
114804_2,-70.59716625,-33.53486,44.0,8.0,0.0,0.0,4.139583333333333,114804
114804_3,-70.59956424242426,-33.52838363636363,6.0,1.0,0.0,0.0,4.141919191919192,114804
114804_4,-70.60693981481481,-33.53304500000001,40.0,7.0,0.0,0.0,3.1660493827160496,114804
114315_0,-70.61090333333333,-33.52901333333333,1.0,0.0,0.0,0.0,2.9805555555555556,114315
