cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.57566341145834,-33.528559869791636,158.0,27.0,1.0,1.0,12.455598958333342,114303
114303_1,-70.56321725165557,-33.537635165562946,97.0,16.0,0.0,0.0,17.09321192052981,114303
114303_2,-70.60461239316237,-33.52180290598291,21.0,3.0,0.0,0.0,5.0250712250712235,114303
114303_3,-70.58422444444444,-33.529140000000005,48.0,8.0,0.0,0.0,11.771296296296294,114303
114831_0,-70.59840886075948,-33.5139405063291,14.0,2.0,0.0,0.0,6.143037974683543,114831
114831_1,-70.57993031578947,-33.51854473684211,53.0,9.0,0.0,0.0,7.534912280701753,114831
114831_2,-70.586325,-33.516092500000006,36.0,6.0,0.0,0.0,4.266666666666667,114831
114831_3,-70.58879076086954,-33.51828771739132,53.0,9.0,0.0,0.0,4.375000000000001,114831
114802_0,-70.57221752577317,-33.514889278350516,70.0,12.0,0.0,0.0,3.685137457044672,114802
114802_1,-70.5422818181818,-33.533779090909086,6.0,1.0,0.0,0.0,14.30606060606061,114802
114802_2,-70.55899833333335,-33.51690333333334,24.0,4.0,0.0,0.0,6.161111111111111,114802
114802_3,-70.55204663461542,-33.51779846153846,36.0,6.0,0.0,0.0,8.528205128205128,114802
114824_0,-70.57838424242425,-33.54502818181819,65.0,11.0,0.0,0.0,5.259343434343436,114824
114824_1,-70.59671203252033,-33.555021788617886,33.0,5.0,0.0,0.0,6.8390243902439,114824
114824_2,-70.59162333333332,-33.54663,52.0,9.0,0.0,0.0,5.742592592592592,114824
114824_3,-70.59657854430381,-33.54457620253162,81.0,14.0,0.0,0.0,2.906223628691983,114824
200144_0,-70.58241404761904,-33.55696357142857,22.0,4.0,0.0,0.0,2.3369047619047616,200144
200144_1,-70.58128053571426,-33.55218910714286,32.0,6.0,0.0,0.0,4.063095238095237,200144
200144_2,-70.57359636363637,-33.55479999999999,38.0,7.0,0.0,0.0,4.846969696969697,200144
200144_3,-70.56868536842106,-33.55486673684211,51.0,8.0,0.0,0.0,5.739824561403508,200144
114816_0,-70.56493064516128,-33.55918419354839,24.0,4.0,0.0,0.0,4.947849462365592,114816
114816_1,-70.58855636363634,-33.56759727272727,18.0,3.0,0.0,0.0,5.56590909090909,114816
114816_2,-70.57747220000002,-33.5614014,27.0,5.0,0.0,0.0,2.614666666666667,114816
114816_3,-70.59279000000001,-33.56207466666666,16.0,3.0,0.0,0.0,5.6244444444444435,114816
114816_4,-70.57748500000004,-33.563435,26.0,5.0,0.0,0.0,5.933333333333334,114816
114805_0,-70.60336666666667,-33.563750000000006,17.0,3.0,0.0,0.0,2.766666666666667,114805
114805_1,-70.59521357142859,-33.56624952380953,10.0,2.0,0.0,0.0,5.128968253968255,114805
114805_2,-70.60574065040652,-33.55976585365854,53.0,8.0,0.0,0.0,1.8913279132791327,114805
114805_3,-70.61043479999998,-33.56572619999999,24.0,4.0,0.0,0.0,4.156666666666665,114805
114805_4,-70.60709850574713,-33.5558940229885,30.0,5.0,0.0,0.0,3.2593869731800784,114805
200051_0,-70.60792571428571,-33.54649142857143,15.0,3.0,0.0,0.0,2.442857142857143,200051
200051_1,-70.60643935064935,-33.54859168831169,38.0,6.0,0.0,0.0,2.091558441558442,200051
200051_2,-70.60692085106382,-33.53943659574468,15.0,3.0,0.0,0.0,3.4613475177304975,200051
200051_3,-70.6104913207547,-33.552074716981124,23.0,4.0,0.0,0.0,3.405974842767295,200051
114825_0,-70.62985333333334,-33.550708666666665,66.0,11.0,0.0,0.0,2.5077777777777777,114825
114825_1,-70.61759707865168,-33.55431696629214,7.0,1.0,0.0,0.0,4.745692883895129,114825
114825_2,-70.62666410256412,-33.55153589743589,38.0,6.0,0.0,0.0,2.050854700854701,114825
114825_3,-70.61797588235297,-33.54895754901961,25.0,4.0,0.0,0.0,4.629411764705884,114825
114817_0,-70.61480808510639,-33.55828085106383,17.0,3.0,0.0,0.0,2.381205673758865,114817
114817_1,-70.62378955223882,-33.56073388059701,10.0,1.0,0.0,0.0,3.7604477611940292,114817
114817_2,-70.61956285714287,-33.56015571428571,27.0,4.0,0.0,0.0,2.723809523809524,114817
114817_3,-70.61434660377358,-33.56141905660378,20.0,3.0,0.0,0.0,3.119496855345912,114817
114817_4,-70.62042833333334,-33.56388111111111,7.0,1.0,0.0,0.0,4.671296296296295,114817
114804_0,-70.5988609090909,-33.53300090909091,21.0,3.0,0.0,0.0,3.924242424242424,114804
114804_1,-70.60036259259257,-33.531829753086434,13.0,2.0,0.0,0.0,2.1549382716049377,114804
114804_2,-70.599245,-33.53733180000001,17.0,3.0,0.0,0.0,3.6266666666666665,114804
114804_3,-70.6070223076923,-33.533209807692316,10.0,2.0,0.0,0.0,3.1666666666666665,114804
114804_4,-70.5995334375,-33.5284390625,1.0,0.0,0.0,0.0,4.154166666666667,114804
114315_0,-70.63073714285714,-33.53066142857143,5.0,1.0,0.0,0.0,2.7214285714285715,114315
114315_1,-70.62117785714285,-33.527407857142855,5.0,1.0,0.0,0.0,0.9964285714285712,114315
114315_2,-70.61462230769229,-33.526114615384614,10.0,2.0,0.0,0.0,1.924358974358974,114315
114315_3,-70.61090333333333,-33.52901333333333,0.0,0.0,0.0,0.0,2.9805555555555556,114315
114315_4,-70.62033583333333,-33.53051250000001,8.0,1.0,0.0,0.0,2.1972222222222224,114315
114806_0,-70.62797030120485,-33.53818415662651,37.0,6.0,0.0,0.0,2.7225903614457856,114806
114806_1,-70.61609571428572,-33.535368469387755,23.0,4.0,0.0,0.0,5.2226190476190455,114806
114806_2,-70.6169052727273,-33.54401663636363,38.0,6.0,0.0,0.0,5.865454545454542,114806
114806_3,-70.61514,-33.54004200000001,27.0,5.0,0.0,0.0,6.166666666666666,114806
114807_0,-70.63636654545455,-33.54931945454545,7.0,1.0,0.0,0.0,4.7721212121212115,114807
114807_1,-70.64849232876713,-33.54579438356165,5.0,1.0,0.0,0.0,2.022374429223744,114807
114807_2,-70.63414,-33.549075,11.0,2.0,0.0,0.0,5.466666666666667,114807
114807_3,-70.64050623188405,-33.54671130434784,8.0,1.0,0.0,0.0,3.5640096618357484,114807
114811_0,-70.6410632727273,-33.58650036363637,7.0,1.0,0.0,0.0,7.583333333333334,114811
114811_1,-70.63518655172416,-33.61732724137931,8.0,1.0,0.0,0.0,9.280459770114943,114811
114811_2,-70.61306478873242,-33.59134971830985,105.0,19.0,0.0,0.0,4.024647887323944,114811
114811_3,-70.62001289017338,-33.59237566473988,34.0,6.0,0.0,0.0,2.8703275529865127,114811
