cod_cluster,lon,lat,S1,S2,S3,S4,time_min,distance,COD_NVO
114303_0,-70.60704666666665,-33.522603333333336,3.0,0.0,0.0,0.0,5.916666666666667,1631.6666666666667,114303
114303_1,-70.57530541561712,-33.52856637279595,8.0,1.0,0.0,0.0,12.555961376994134,4289.783375314862,114303
114303_2,-70.60434785123965,-33.52191041322313,5.0,1.0,0.0,0.0,5.08099173553719,1508.4545454545455,114303
114303_3,-70.5635285666666,-33.53782816666669,5.0,0.0,0.0,0.0,17.09216666666668,6154.196666666667,114303
114831_0,-70.5982287179487,-33.51386487179486,2.0,0.0,0.0,0.0,6.049145299145299,2135.4871794871797,114831
114831_1,-70.58883799999998,-33.518386000000014,2.0,0.0,0.0,0.0,4.375000000000001,1627.0555555555557,114831
114831_2,-70.57989458333333,-33.518548229166676,2.0,0.0,0.0,0.0,7.553124999999999,2716.21875,114831
114831_3,-70.58998899999999,-33.515743,5.0,0.0,0.0,0.0,4.706666666666666,1542.2,114831
114802_0,-70.55625,-33.518505714285716,5.0,1.0,0.0,0.0,7.1000000000000005,2720.285714285714,114802
114802_1,-70.57224404145074,-33.51486544041451,4.0,0.0,0.0,0.0,3.668307426597581,1224.2487046632125,114802
114802_2,-70.54181411764705,-33.535896470588234,1.0,0.0,0.0,0.0,15.04705882352941,6868.941176470588,114802
114802_3,-70.55192247706424,-33.51812211009174,6.0,1.0,0.0,0.0,8.624464831804282,3372.183486238532,114802
114824_0,-70.59655468253969,-33.554940158730155,2.0,0.0,0.0,0.0,6.845767195767194,2623.468253968254,114824
114824_1,-70.57858198529414,-33.54494838235295,2.0,0.0,0.0,0.0,5.265441176470589,1842.625,114824
114824_2,-70.59667424050636,-33.54466354430378,3.0,0.0,0.0,0.0,2.916772151898735,943.6835443037975,114824
114824_3,-70.59937499999997,-33.540915000000005,1.0,0.0,0.0,0.0,3.3916666666666666,1034.5,114824
200144_0,-70.58113931034481,-33.55222068965518,1.0,0.0,0.0,0.0,4.07787356321839,1085.2413793103449,200144
200144_1,-70.58246666666666,-33.556899047619055,1.0,0.0,0.0,0.0,2.3345238095238097,529.3571428571429,200144
200144_2,-70.56875280000001,-33.55489000000001,1.0,0.0,0.0,0.0,5.756166666666665,1717.74,200144
200144_3,-70.5757025,-33.55566,1.0,0.0,0.0,0.0,3.525,904.5,200144
114816_0,-70.5928784090909,-33.56212863636363,1.0,0.0,0.0,0.0,5.6367424242424224,2060.931818181818,114816
114816_1,-70.57747220000002,-33.5614014,1.0,0.0,0.0,0.0,2.614666666666667,769.72,114816
114816_2,-70.570285,-33.5594725,1.0,0.0,0.0,0.0,5.258333333333333,1743.25,114816
114816_3,-70.56507034482757,-33.559161379310346,0.0,0.0,0.0,0.0,4.949999999999999,1713.0344827586207,114816
114816_4,-70.5885556521739,-33.56760217391304,0.0,0.0,0.0,0.0,5.57391304347826,1854.3478260869565,114816
114805_0,-70.61043803921567,-33.56562980392156,1.0,0.0,0.0,0.0,4.136601307189541,1202.0980392156862,114805
114805_1,-70.60709872093025,-33.55583337209302,2.0,0.0,0.0,0.0,3.2562015503875985,892.3255813953489,114805
114805_2,-70.59521357142859,-33.56624952380953,1.0,0.0,0.0,0.0,5.128968253968255,1607.095238095238,114805
114805_3,-70.60571203252033,-33.559768292682925,4.0,0.0,0.0,0.0,1.8945799457994579,462.0731707317073,114805
114805_4,-70.60336666666667,-33.563750000000006,1.0,0.0,0.0,0.0,2.766666666666667,659.0,114805
200051_0,-70.60651146341462,-33.54853402439025,1.0,0.0,0.0,0.0,2.0810975609756106,595.2073170731708,200051
200051_1,-70.61053962962963,-33.55201333333332,1.0,0.0,0.0,0.0,3.4,1012.0925925925926,200051
200051_2,-70.60427000000001,-33.538450000000005,0.0,0.0,0.0,0.0,4.416666666666667,1345.0,200051
200051_3,-70.60692085106382,-33.53943659574468,0.0,0.0,0.0,0.0,3.4613475177304975,1027.659574468085,200051
114825_0,-70.6183163636364,-33.54875795454546,0.0,0.0,0.0,0.0,4.4155303030303035,1406.6477272727273,114825
114825_1,-70.6278633898305,-33.548692881355926,2.0,0.0,0.0,0.0,2.338135593220339,662.3050847457627,114825
114825_2,-70.61607638554217,-33.5534151807229,0.0,0.0,0.0,0.0,5.2130522088353395,1789.6024096385543,114825
114825_3,-70.62830500000001,-33.55614,4.0,0.0,0.0,0.0,2.675,791.5,114825
114825_4,-70.62549945054947,-33.553943846153835,1.0,0.0,0.0,0.0,2.28113553113553,688.5384615384615,114825
114817_0,-70.61490020833334,-33.558313541666664,1.0,0.0,0.0,0.0,2.3784722222222223,531.3333333333334,114817
114817_1,-70.62042833333334,-33.56388111111111,1.0,0.0,0.0,0.0,4.671296296296295,1471.5555555555557,114817
114817_2,-70.61961833333334,-33.560206666666666,4.0,0.0,0.0,0.0,2.8027777777777776,878.1666666666666,114817
114817_3,-70.61434660377358,-33.56141905660378,1.0,0.0,0.0,0.0,3.119496855345912,878.6603773584906,114817
114817_4,-70.62378955223882,-33.56073388059701,1.0,0.0,0.0,0.0,3.7604477611940292,1158.402985074627,114817
114804_0,-70.60706020408163,-33.53328326530613,4.0,1.0,0.0,0.0,3.196258503401361,1016.6122448979592,114804
114804_1,-70.59968303030305,-33.52841757575757,3.0,0.0,0.0,0.0,4.127272727272727,1188.6969696969697,114804
114804_2,-70.60402714285713,-33.531088571428576,3.0,0.0,0.0,0.0,2.9238095238095236,895.5714285714286,114804
114804_3,-70.60047234693876,-33.532548877551044,4.0,1.0,0.0,0.0,2.2729591836734686,619.3163265306123,114804
114804_4,-70.59793205128203,-33.53765897435897,1.0,0.0,0.0,0.0,4.118376068376068,1254.5897435897436,114804
114315_0,-70.6270018181818,-33.530527727272734,0.0,0.0,0.0,0.0,2.66969696969697,1038.2727272727273,114315
114315_1,-70.611138,-33.529108,1.0,0.0,0.0,0.0,2.97,1166.2,114315
114315_2,-70.6203395,-33.528268000000004,0.0,0.0,0.0,0.0,1.1308333333333334,433.45,114315
114315_3,-70.6141525,-33.525848333333336,0.0,0.0,0.0,0.0,2.0930555555555554,864.1666666666666,114315
114806_0,-70.62836,-33.53823402597403,1.0,0.0,0.0,0.0,2.6559523809523835,853.9415584415584,114806
114806_1,-70.61687181818183,-33.54401163636363,0.0,0.0,0.0,0.0,5.8742424242424205,2303.9,114806
114806_2,-70.6146947826087,-33.53509739130434,2.0,0.0,0.0,0.0,6.061594202898552,2286.8695652173915,114806
114806_3,-70.61733054347826,-33.53598000000001,0.0,0.0,0.0,0.0,4.839130434782607,1831.3152173913043,114806
114807_0,-70.63637462962963,-33.54941129629629,1.0,0.0,0.0,0.0,4.72283950617284,1564.5740740740741,114807
114807_1,-70.64610711111114,-33.54823111111111,0.0,0.0,0.0,0.0,2.7888888888888888,799.8222222222222,114807
114807_2,-70.64826591836737,-33.54474734693877,1.0,0.0,0.0,0.0,1.7687074829931968,551.9387755102041,114807
114807_3,-70.63414,-33.549075,2.0,0.0,0.0,0.0,5.466666666666667,1873.5,114807
114807_4,-70.63940714285714,-33.54586551020409,1.0,0.0,0.0,0.0,3.8534013605442174,1241.7551020408164,114807
114811_0,-70.63518655172416,-33.61732724137931,0.0,0.0,0.0,0.0,9.280459770114943,4987.551724137931,114811
114811_1,-70.61786829166665,-33.59209016666667,2.0,0.0,0.0,0.0,3.1781250000000005,1017.8708333333333,114811
114811_2,-70.62138999999998,-33.59241,1.0,0.0,0.0,0.0,4.272222222222222,1672.3333333333333,114811
114811_3,-70.64099553571431,-33.58652625,0.0,0.0,0.0,0.0,7.5684523809523805,3048.410714285714,114811
114826_0,-70.61903917647057,-33.62984705882354,2.0,0.0,0.0,0.0,4.63862745098039,1971.0941176470587,114826
114826_1,-70.62567306451612,-33.62786822580646,3.0,0.0,0.0,0.0,2.8266129032258074,969.5645161290323,114826
114826_2,-70.62318679245281,-33.61465037735849,1.0,0.0,0.0,0.0,5.824842767295597,2365.4150943396226,114826
114826_3,-70.62150357142856,-33.62513857142857,9.0,1.0,0.0,0.0,4.841666666666667,2071.214285714286,114826
114808_0,-70.63886100000003,-33.579919200000006,0.0,0.0,0.0,0.0,2.250333333333332,391.52,114808
114808_1,-70.642654,-33.58395,3.0,0.0,0.0,0.0,3.3833333333333337,907.6,114808
114808_2,-70.64439695652176,-33.58329826086956,1.0,0.0,0.0,0.0,4.221739130434783,1193.695652173913,114808
114808_3,-70.63371153846155,-33.57962846153846,0.0,0.0,0.0,0.0,3.7666666666666675,793.3846153846154,114808
114808_4,-70.6448480851064,-33.57830914893617,0.0,0.0,0.0,0.0,2.975886524822695,826.6808510638298,114808
114809_0,-70.65704944444444,-33.58308166666665,1.0,0.0,0.0,0.0,4.468518518518517,1434.287037037037,114809
114809_1,-70.64532018867924,-33.58619754716982,0.0,0.0,0.0,0.0,5.028930817610061,1809.754716981132,114809
114809_2,-70.65364070707069,-33.577865252525264,0.0,0.0,0.0,0.0,2.632828282828283,683.6565656565657,114809
114809_3,-70.64810999999997,-33.58483999999999,0.0,0.0,0.0,0.0,3.8333333333333335,1323.0,114809
114819_0,-70.64865129032258,-33.55759451612904,22.0,4.0,0.0,0.0,4.1456989247311835,1344.4516129032259,114819
114819_1,-70.63740945205481,-33.56043547945205,3.0,0.0,0.0,0.0,4.618493150684931,1665.86301369863,114819
114819_2,-70.64056894736841,-33.563600394736845,1.0,0.0,0.0,0.0,2.600657894736843,1014.6052631578947,114819
114819_3,-70.65028915887855,-33.56068308411217,5.0,1.0,0.0,0.0,2.9791277258566975,893.018691588785,114819
114820_0,-70.59504378048786,-33.57870430894309,2.0,0.0,0.0,0.0,6.011111111111113,1935.0731707317073,114820
114820_1,-70.60135769230769,-33.590616153846156,2.0,0.0,0.0,0.0,5.061538461538462,1597.6923076923076,114820
114820_2,-70.58211418300652,-33.58920875816994,1.0,0.0,0.0,0.0,8.438671023965142,3066.8627450980393,114820
114820_3,-70.60004532915359,-33.588349843260204,2.0,0.0,0.0,0.0,4.157314524555904,1227.3291536050156,114820
114814_0,-70.6449337804878,-33.535537804878054,6.0,2.0,0.0,0.0,2.9989837398373993,777.280487804878,114814
114814_1,-70.64174120481928,-33.5264513253012,3.0,0.0,0.0,0.0,6.040963855421688,1924.8072289156626,114814
114814_2,-70.64359833333334,-33.5246625,2.0,0.0,0.0,0.0,6.708333333333333,2353.0833333333335,114814
114814_3,-70.63859438095236,-33.53715314285715,1.0,0.0,0.0,0.0,2.603492063492063,685.2952380952381,114814
114828_0,-70.64765958333331,-33.55316375,19.0,4.0,0.0,0.0,2.729861111111111,952.0833333333334,114828
114828_1,-70.63591553191488,-33.55623095744679,2.0,0.0,0.0,0.0,3.2537234042553176,1021.8085106382979,114828
114828_2,-70.64107839285715,-33.55252124999999,1.0,0.0,0.0,0.0,1.8247023809523808,448.9642857142857,114828
114828_3,-70.65029342857146,-33.55247128571428,22.0,5.0,0.0,0.0,3.649523809523809,1212.1857142857143,114828
114801_0,-70.55895395522393,-33.61390522388056,1.0,0.0,0.0,0.0,8.762064676616914,2768.60447761194,114801
114801_1,-70.58265851648346,-33.60725785714286,2.0,0.0,0.0,0.0,3.312179487179486,954.1373626373627,114801
