cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.56346953020129,-33.53781922818795,38.0,6.0,0.0,0.0,17.07242729306489,114303
114303_1,-70.57895586206897,-33.52921724137931,44.0,7.0,0.0,0.0,12.550574712643682,114303
114303_2,-70.60460628099173,-33.52187702479338,26.0,4.0,0.0,0.0,5.053168044077135,114303
114303_3,-70.57517707774801,-33.52853544235923,138.0,24.0,0.0,0.0,12.552100089365515,114303
114831_0,-70.5873904347826,-33.51511347826087,38.0,7.0,0.0,0.0,4.17608695652174,114831
114831_1,-70.59837367088605,-33.51392835443038,20.0,3.0,0.0,0.0,6.105274261603375,114831
114831_2,-70.58855011904762,-33.51897000000001,33.0,6.0,0.0,0.0,4.630753968253971,114831
114831_3,-70.57962863636364,-33.51855488636364,29.0,5.0,0.0,0.0,7.618181818181816,114831
114802_0,-70.57237823863636,-33.51491869318181,44.0,7.0,0.0,0.0,3.5834280303030295,114802
114802_1,-70.55130764705883,-33.5179405882353,30.0,5.0,0.0,0.0,8.623366013071893,114802
114802_2,-70.56701068965518,-33.51605931034483,32.0,5.0,0.0,0.0,5.552298850574713,114802
114802_3,-70.54168315789474,-33.534882631578945,4.0,1.0,0.0,0.0,14.856140350877196,114802
114824_0,-70.59656270440254,-33.54458320754715,59.0,10.0,0.0,0.0,2.9210691823899375,114824
114824_1,-70.59653746031746,-33.55495492063492,25.0,4.0,0.0,0.0,6.8354497354497346,114824
114824_2,-70.57837699248121,-33.545003533834596,24.0,4.0,0.0,0.0,5.264285714285716,114824
114824_3,-70.59624749999998,-33.5438975,19.0,3.0,0.0,0.0,5.108333333333333,114824
200144_0,-70.58128053571426,-33.55218910714286,10.0,2.0,0.0,0.0,4.063095238095237,200144
200144_1,-70.56877226804126,-33.55484701030929,19.0,3.0,0.0,0.0,5.713745704467353,200144
200144_2,-70.58241404761904,-33.55696357142857,6.0,1.0,0.0,0.0,2.3369047619047616,200144
200144_3,-70.57375111111111,-33.55499777777778,11.0,2.0,0.0,0.0,4.929629629629629,200144
114816_0,-70.59313902439025,-33.56183780487803,7.0,1.0,0.0,0.0,5.68170731707317,114816
114816_1,-70.56398888888889,-33.55923518518519,11.0,2.0,0.0,0.0,5.145679012345678,114816
114816_2,-70.58865730769229,-33.56712115384615,6.0,1.0,0.0,0.0,5.484615384615385,114816
114816_3,-70.57701407407409,-33.56121166666667,9.0,1.0,0.0,0.0,2.6885802469135807,114816
114816_4,-70.57748500000004,-33.563435,9.0,2.0,0.0,0.0,5.933333333333334,114816
114805_0,-70.60679168316832,-33.556029405940585,17.0,3.0,0.0,0.0,3.0790429042904313,114805
114805_1,-70.59521357142859,-33.56624952380953,13.0,2.0,0.0,0.0,5.128968253968255,114805
114805_2,-70.60582179245282,-33.56016990566038,40.0,7.0,0.0,0.0,1.822641509433962,114805
114805_3,-70.61023283018868,-33.56534547169811,36.0,6.0,0.0,0.0,4.148113207547169,114805
114805_4,-70.60336666666667,-33.563750000000006,11.0,2.0,0.0,0.0,2.766666666666667,114805
200051_0,-70.60692085106382,-33.53943659574468,17.0,3.0,0.0,0.0,3.4613475177304975,200051
200051_1,-70.6104913207547,-33.552074716981124,16.0,3.0,0.0,0.0,3.405974842767295,200051
200051_2,-70.60643592105264,-33.548544868421054,25.0,4.0,0.0,0.0,2.091666666666667,200051
200051_3,-70.60777250000001,-33.54719875,11.0,2.0,0.0,0.0,2.3979166666666667,200051
114825_0,-70.62749466666668,-33.54861983333333,24.0,4.0,0.0,0.0,2.454444444444444,114825
114825_1,-70.61786150537637,-33.548892258064534,31.0,5.0,0.0,0.0,4.652508960573478,114825
114825_2,-70.61661160493829,-33.55395123456791,15.0,2.0,0.0,0.0,4.972839506172837,114825
114825_3,-70.62622750000003,-33.554267499999995,17.0,3.0,0.0,0.0,2.520833333333333,114825
114825_4,-70.6259521176471,-33.55372847058822,13.0,2.0,0.0,0.0,2.1094117647058823,114825
114817_0,-70.62216652173913,-33.56070434782609,17.0,3.0,0.0,0.0,3.62536231884058,114817
114817_1,-70.61425249999999,-33.56139403846154,11.0,2.0,0.0,0.0,3.10448717948718,114817
114817_2,-70.62025777777778,-33.563815000000005,3.0,0.0,0.0,0.0,4.6648148148148145,114817
114817_3,-70.62624653846153,-33.560966538461535,2.0,0.0,0.0,0.0,3.889102564102564,114817
114817_4,-70.6149412,-33.55831679999999,12.0,2.0,0.0,0.0,2.3813333333333335,114817
114804_0,-70.60036259259257,-33.531829753086434,21.0,3.0,0.0,0.0,2.1549382716049377,114804
114804_1,-70.599245,-33.53733180000001,21.0,4.0,0.0,0.0,3.6266666666666665,114804
114804_2,-70.60698641509434,-33.533145283018875,16.0,3.0,0.0,0.0,3.1641509433962263,114804
