cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.57512989847717,-33.52855492385784,242.0,45.0,1.0,1.0,12.578553299492395,114303
114303_1,-70.5904011111111,-33.52627111111111,91.0,17.0,0.0,0.0,9.942592592592591,114303
114303_2,-70.60444508333332,-33.52193391666666,102.0,19.0,0.0,0.0,5.069027777777778,114303
114303_3,-70.56360352348987,-33.537882953020166,244.0,45.0,0.0,0.0,17.084563758389272,114303
114831_0,-70.57993031578947,-33.51854473684211,146.0,28.0,1.0,1.0,7.534912280701753,114831
114831_1,-70.59847038961037,-33.513909999999996,60.0,11.0,0.0,0.0,6.102380952380951,114831
114831_2,-70.58872311111108,-33.5182428888889,115.0,22.0,0.0,0.0,4.349629629629631,114831
114831_3,-70.58886249999999,-33.51663166666667,220.0,42.0,0.0,0.0,5.048611111111111,114831
114802_0,-70.57203717277484,-33.514930837696326,99.0,19.0,0.0,0.0,3.698342059336822,114802
114802_1,-70.56723222222223,-33.515350000000005,93.0,18.0,0.0,0.0,5.055555555555555,114802
114802_2,-70.55187915887853,-33.51805056074766,63.0,12.0,0.0,0.0,8.59252336448598,114802
114802_3,-70.54168315789474,-33.534882631578945,21.0,3.0,0.0,0.0,14.856140350877196,114802
114824_0,-70.59668252032522,-33.55500764227642,110.0,20.0,1.0,1.0,6.850813008130079,114824
114824_1,-70.59129124999998,-33.5459175,129.0,25.0,0.0,0.0,5.097916666666666,114824
114824_2,-70.57843548872181,-33.54503443609023,167.0,31.0,0.0,0.0,5.270050125313285,114824
114824_3,-70.5966589873418,-33.54462816455694,183.0,34.0,0.0,0.0,2.92373417721519,114824
200144_0,-70.58249155555555,-33.55672511111112,40.0,7.0,1.0,1.0,2.3829629629629627,200144
200144_1,-70.58113259259255,-33.55211425925926,69.0,13.0,0.0,0.0,4.11358024691358,200144
200144_2,-70.56873510204083,-33.55490714285715,101.0,19.0,0.0,0.0,5.746938775510205,200144
200144_3,-70.5740642857143,-33.55464285714286,69.0,13.0,0.0,0.0,4.530952380952381,200144
114816_0,-70.57701407407409,-33.56121166666667,39.0,7.0,0.0,0.0,2.6885802469135807,114816
114816_1,-70.59279000000001,-33.56207466666666,45.0,8.0,0.0,0.0,5.6244444444444435,114816
114816_2,-70.57748500000004,-33.563435,48.0,9.0,0.0,0.0,5.933333333333334,114816
114816_3,-70.58855636363634,-33.56759727272727,31.0,6.0,0.0,0.0,5.56590909090909,114816
114816_4,-70.56398888888889,-33.55923518518519,53.0,10.0,0.0,0.0,5.145679012345678,114816
114805_0,-70.59521357142859,-33.56624952380953,30.0,5.0,1.0,1.0,5.128968253968255,114805
114805_1,-70.60714988636364,-33.55594647727272,93.0,17.0,0.0,0.0,3.262689393939396,114805
114805_2,-70.60571203252033,-33.559768292682925,192.0,37.0,0.0,0.0,1.8945799457994579,114805
114805_3,-70.61048244897958,-33.56582653061224,55.0,10.0,0.0,0.0,4.160884353741496,114805
114805_4,-70.60336666666667,-33.563750000000006,70.0,13.0,0.0,0.0,2.766666666666667,114805
200051_0,-70.61053962962963,-33.55201333333332,46.0,9.0,0.0,0.0,3.4,200051
200051_1,-70.60692085106382,-33.53943659574468,21.0,4.0,0.0,0.0,3.4613475177304975,200051
200051_2,-70.60427000000001,-33.538450000000005,21.0,4.0,0.0,0.0,4.416666666666667,200051
200051_3,-70.60651146341462,-33.54853402439025,56.0,10.0,0.0,0.0,2.0810975609756106,200051
