cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.57557974293059,-33.528533264781466,538.0,99.0,1.0,1.0,12.466623821765221,114303
114303_1,-70.56351036789293,-33.53782846153849,424.0,80.0,1.0,1.0,17.069509476031225,114303
114303_2,-70.604806,-33.521781583333336,76.0,13.0,0.0,0.0,5.009722222222222,114303
114303_3,-70.57193923076923,-33.529563846153856,126.0,23.0,0.0,0.0,14.649999999999999,114303
114831_0,-70.58979399999998,-33.517463000000006,85.0,14.0,0.0,0.0,5.5249999999999995,114831
114831_1,-70.59826128205125,-33.513849102564095,20.0,3.0,0.0,0.0,6.06559829059829,114831
114831_2,-70.57993031578947,-33.51854473684211,102.0,18.0,0.0,0.0,7.534912280701753,114831
114831_3,-70.5886959340659,-33.51821593406594,88.0,16.0,0.0,0.0,4.324908424908426,114831
114802_0,-70.57230890624997,-33.5148471875,184.0,34.0,1.0,1.0,3.644357638888888,114802
114802_1,-70.54222999999999,-33.53370789473684,20.0,4.0,0.0,0.0,14.40701754385965,114802
114802_2,-70.55210914285718,-33.517724,150.0,28.0,0.0,0.0,8.466984126984126,114802
114802_3,-70.55501,-33.523199,95.0,17.0,0.0,0.0,9.106666666666667,114802
114824_0,-70.57849253846155,-33.54504969230771,133.0,24.0,1.0,1.0,5.230641025641027,114824
114824_1,-70.59663639751555,-33.54473913043476,108.0,19.0,0.0,0.0,2.953209109730849,114824
114824_2,-70.5965929661017,-33.55510822033899,159.0,30.0,0.0,0.0,6.893502824858754,114824
114824_3,-70.58968153846152,-33.54706769230769,123.0,23.0,0.0,0.0,5.955128205128205,114824
200144_0,-70.582686,-33.556661555555564,20.0,4.0,0.0,0.0,2.373703703703703,200144
200144_1,-70.56863156250002,-33.554865625000005,114.0,21.0,0.0,0.0,5.768576388888889,200144
200144_2,-70.58107169811318,-33.552076226415096,45.0,8.0,0.0,0.0,4.132389937106918,200144
200144_3,-70.57414700000001,-33.555329,56.0,10.0,0.0,0.0,4.466666666666667,200144
114816_0,-70.57725140000001,-33.5613214,35.0,6.0,0.0,0.0,2.6393333333333335,114816
114816_1,-70.59313902439025,-33.56183780487803,52.0,10.0,0.0,0.0,5.68170731707317,114816
114816_2,-70.5644572413793,-33.55918068965518,32.0,6.0,0.0,0.0,5.0344827586206895,114816
