cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.60517799999998,-33.521638347826084,65.0,12.0,0.0,0.0,4.881159420289855,114303
114303_1,-70.56574265193372,-33.52758055248619,232.0,44.0,0.0,0.0,14.428176795580104,114303
114303_2,-70.56376843416362,-33.53826971530253,275.0,51.0,1.0,1.0,17.069454329774626,114303
114303_3,-70.58229089361703,-33.52946148936169,52.0,9.0,0.0,0.0,11.26049645390071,114303
114303_4,-70.57220777777778,-33.527837777777776,73.0,14.0,0.0,0.0,14.372222222222222,114303
114831_0,-70.57994257731958,-33.518586804123714,29.0,5.0,0.0,0.0,7.545017182130584,114831
114831_1,-70.59826128205125,-33.513849102564095,21.0,4.0,0.0,0.0,6.06559829059829,114831
114831_2,-70.58872762886597,-33.51812948453608,34.0,5.0,0.0,0.0,4.287285223367698,114831
114831_3,-70.60081999999996,-33.51627500000001,22.0,4.0,0.0,0.0,8.45,114831
114802_0,-70.56693818181816,-33.51659565656568,133.0,26.0,1.0,1.0,4.770707070707071,114802
114802_1,-70.54222999999999,-33.53370789473684,16.0,3.0,0.0,0.0,14.40701754385965,114802
114802_2,-70.57687891089103,-33.513384356435644,14.0,2.0,0.0,0.0,2.7645214521452135,114802
114802_3,-70.553365,-33.52760333333334,51.0,9.0,0.0,0.0,10.869444444444445,114802
114802_4,-70.55141613861389,-33.51765603960396,100.0,18.0,0.0,0.0,8.545379537953794,114802
114824_0,-70.57861142857145,-33.5449952631579,63.0,12.0,1.0,1.0,5.253508771929828,114824
114824_1,-70.59671394117649,-33.54484323529408,42.0,8.0,0.0,0.0,3.061372549019609,114824
114824_2,-70.59644027027029,-33.55548288288288,128.0,24.0,0.0,0.0,6.949549549549548,114824
114824_3,-70.590595,-33.55097375,63.0,12.0,0.0,0.0,6.96875,114824
200144_0,-70.58255238095238,-33.55691071428572,7.0,1.0,0.0,0.0,2.3158730158730156,200144
200144_1,-70.56907315789476,-33.555569210526315,15.0,3.0,0.0,0.0,5.648245614035092,200144
200144_2,-70.58122245614032,-33.552228771929826,11.0,2.0,0.0,0.0,4.058187134502924,200144
200144_3,-70.56901137931035,-33.553091379310345,36.0,7.0,0.0,0.0,5.739080459770115,200144
114816_0,-70.59461037037038,-33.56204888888889,45.0,9.0,0.0,0.0,5.9185185185185185,114816
114816_1,-70.57715785714288,-33.561160178571434,12.0,2.0,0.0,0.0,2.7690476190476194,114816
114816_2,-70.58915275000001,-33.565340750000004,8.0,2.0,0.0,0.0,5.386250000000002,114816
114816_3,-70.56384407407407,-33.559193703703706,8.0,1.0,0.0,0.0,5.230246913580247,114816
114805_0,-70.59521357142859,-33.56624952380953,29.0,5.0,0.0,0.0,5.128968253968255,114805
114805_1,-70.60571897260276,-33.558823630136985,80.0,14.0,0.0,0.0,2.101255707762557,114805
114805_2,-70.61034530612244,-33.5658175510204,38.0,7.0,0.0,0.0,4.132653061224489,114805
114805_3,-70.6075532352941,-33.55703279411766,136.0,25.0,0.0,0.0,3.2801470588235286,114805
200051_0,-70.60639,-33.55319599999999,53.0,10.0,0.0,0.0,3.315833333333334,200051
200051_1,-70.60686285714284,-33.54777828571428,6.0,1.0,0.0,0.0,1.9204761904761902,200051
200051_2,-70.606865625,-33.53941604166667,7.0,1.0,0.0,0.0,3.4812500000000015,200051
200051_3,-70.61075826086957,-33.551741521739125,19.0,4.0,0.0,0.0,3.3369565217391286,200051
114825_0,-70.62615130434781,-33.55427376811594,48.0,9.0,1.0,1.0,2.13768115942029,114825
114825_1,-70.61803913043481,-33.548803043478266,31.0,6.0,0.0,0.0,4.610869565217392,114825
114825_2,-70.61649963855423,-33.55380686746989,78.0,15.0,0.0,0.0,4.984136546184737,114825
114825_3,-70.62527333333334,-33.552388888888885,55.0,10.0,0.0,0.0,2.95,114825
114825_4,-70.62723157142857,-33.549228142857146,98.0,18.0,0.0,0.0,2.288571428571428,114825
114817_0,-70.61851510416669,-33.560596510416666,296.0,54.0,1.0,1.0,3.2934895833333364,114817
114804_0,-70.59834875,-33.53555875,8.0,1.0,0.0,0.0,4.041666666666667,114804
114804_1,-70.60036259259257,-33.531829753086434,9.0,2.0,0.0,0.0,2.1549382716049377,114804
114804_2,-70.599245,-33.53733180000001,10.0,2.0,0.0,0.0,3.6266666666666665,114804
