cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.56533064864865,-33.527562,8.0,1.0,0.0,0.0,14.49027027027026,114303
114303_1,-70.5820058436214,-33.52970539094648,37.0,5.0,0.0,0.0,11.361591220850482,114303
114303_2,-70.596995,-33.52395,10.0,2.0,0.0,0.0,8.254999999999999,114303
114303_3,-70.56351136029407,-33.53839488970592,19.0,2.0,0.0,0.0,17.184068627450994,114303
114303_4,-70.60489567567566,-33.52169351351351,5.0,1.0,0.0,0.0,4.925525525525524,114303
114831_0,-70.58041764705882,-33.518717745098044,30.0,5.0,0.0,0.0,7.439869281045752,114831
114831_1,-70.59832524999999,-33.51390974999999,6.0,1.0,0.0,0.0,6.125208333333333,114831
114831_2,-70.58881219780217,-33.51794934065934,19.0,3.0,0.0,0.0,4.1712454212454215,114831
114831_3,-70.5765,-33.51888000000001,10.0,2.0,0.0,0.0,9.283333333333333,114831
114802_0,-70.56923948717946,-33.516069572649585,7.0,1.0,0.0,0.0,4.411680911680911,114802
114802_1,-70.57535599999996,-33.51355035294118,34.0,6.0,0.0,0.0,2.945098039215687,114802
114802_2,-70.55151409523812,-33.51799457142857,6.0,1.0,0.0,0.0,8.616984126984127,114802
114802_3,-70.54168315789474,-33.534882631578945,2.0,0.0,0.0,0.0,14.856140350877196,114802
114824_0,-70.59672194968556,-33.54464320754715,37.0,6.0,0.0,0.0,2.9240041928721174,114824
114824_1,-70.59656152000001,-33.55499232,9.0,1.0,0.0,0.0,6.851466666666665,114824
114824_2,-70.57865569343066,-33.54493693430658,22.0,3.0,0.0,0.0,5.258880778588809,114824
114824_3,-70.60150999999998,-33.54543999999999,7.0,1.0,0.0,0.0,4.483333333333333,114824
200144_0,-70.58122245614032,-33.552228771929826,9.0,1.0,0.0,0.0,4.058187134502924,200144
200144_1,-70.56795821428571,-33.55576142857143,23.0,4.0,0.0,0.0,5.929166666666667,200144
200144_2,-70.58228659090909,-33.55692227272727,7.0,1.0,0.0,0.0,2.345454545454545,200144
200144_3,-70.56935767123291,-33.55446780821919,9.0,1.0,0.0,0.0,5.600000000000003,200144
200144_4,-70.56576999999999,-33.555555,7.0,1.0,0.0,0.0,7.475,200144
114816_0,-70.56493064516128,-33.55918419354839,18.0,3.0,0.0,0.0,4.947849462365592,114816
114816_1,-70.58855636363634,-33.56759727272727,14.0,3.0,0.0,0.0,5.56590909090909,114816
114816_2,-70.57748500000004,-33.563435,23.0,4.0,0.0,0.0,5.933333333333334,114816
114816_3,-70.57747220000002,-33.5614014,13.0,2.0,0.0,0.0,2.614666666666667,114816
114816_4,-70.59279000000001,-33.56207466666666,3.0,0.0,0.0,0.0,5.6244444444444435,114816
114805_0,-70.60668532710282,-33.556241775700926,5.0,1.0,0.0,0.0,3.1082554517133976,114805
114805_1,-70.61043479999998,-33.56572619999999,7.0,1.0,0.0,0.0,4.156666666666665,114805
114805_2,-70.59521357142859,-33.56624952380953,3.0,0.0,0.0,0.0,5.128968253968255,114805
