cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.56577106951873,-33.52772465240641,23.0,4.0,0.0,0.0,14.518449197860955,114303
114303_1,-70.56364876811588,-33.53834605072468,12.0,2.0,0.0,0.0,17.10356280193238,114303
114303_2,-70.60507773913041,-33.521648,6.0,1.0,0.0,0.0,4.887246376811593,114303
114303_3,-70.58190347457628,-33.52950415254236,8.0,1.0,0.0,0.0,11.330155367231642,114303
114303_4,-70.58894857142856,-33.52682142857143,7.0,1.0,0.0,0.0,10.49047619047619,114303
114831_0,-70.59094749999998,-33.51639083333333,18.0,2.0,0.0,0.0,4.933333333333333,114831
114831_1,-70.59843026315787,-33.513882631578944,3.0,0.0,0.0,0.0,6.078728070175438,114831
114831_2,-70.58872311111108,-33.5182428888889,6.0,1.0,0.0,0.0,4.349629629629631,114831
114831_3,-70.57989458333333,-33.518548229166676,8.0,1.0,0.0,0.0,7.553124999999999,114831
114802_0,-70.57225343749998,-33.5148309375,14.0,2.0,0.0,0.0,3.6510416666666656,114802
114802_1,-70.55625,-33.518505714285716,12.0,2.0,0.0,0.0,7.1000000000000005,114802
114802_2,-70.55209081818184,-33.51815272727272,17.0,3.0,0.0,0.0,8.609545454545454,114802
114802_3,-70.54181411764705,-33.535896470588234,3.0,0.0,0.0,0.0,15.04705882352941,114802
114824_0,-70.57850259259261,-33.54497674074075,7.0,1.0,0.0,0.0,5.281234567901237,114824
114824_1,-70.59656975409838,-33.55509737704919,10.0,2.0,0.0,0.0,6.904371584699452,114824
114824_2,-70.5966147852761,-33.54477631901839,7.0,1.0,0.0,0.0,2.9706543967280163,114824
114824_3,-70.59937499999997,-33.540915000000005,4.0,1.0,0.0,0.0,3.3916666666666666,114824
200144_0,-70.58113931034481,-33.55222068965518,2.0,0.0,0.0,0.0,4.07787356321839,200144
200144_1,-70.56875280000001,-33.55489000000001,4.0,1.0,0.0,0.0,5.756166666666665,200144
200144_2,-70.58246666666666,-33.556899047619055,1.0,0.0,0.0,0.0,2.3345238095238097,200144
200144_3,-70.5757025,-33.55566,3.0,0.0,0.0,0.0,3.525,200144
