cod_cluster,lon,lat,S1,S2,S3,S4,time_min,distance,COD_NVO
114303_0,-70.56350121212115,-33.53786360269364,443.0,82.0,1.0,1.0,17.090572390572405,6156.3367003367,114303
114303_1,-70.60470566666666,-33.521865,142.0,26.0,0.0,0.0,5.016388888888889,1487.8666666666666,114303
114303_2,-70.57526084832905,-33.5285613367609,566.0,104.0,1.0,1.0,12.538860325621261,4287.910025706941,114303
114303_3,-70.58006933333333,-33.52857466666667,156.0,28.0,0.0,0.0,12.62888888888889,4116.533333333334,114303
114831_0,-70.58876141304346,-33.51798315217391,156.0,28.0,1.0,1.0,4.186231884057972,1535.7391304347825,114831
114831_1,-70.59832525,-33.51390974999999,97.0,17.0,0.0,0.0,6.125208333333333,2162.4,114831
114831_2,-70.58038079207921,-33.51869455445545,209.0,39.0,0.0,0.0,7.458580858085808,2691.7821782178216,114831
114831_3,-70.5765,-33.51888000000001,52.0,10.0,0.0,0.0,9.283333333333333,3032.0,114831
114802_0,-70.56264,-33.520149999999994,55.0,10.0,1.0,1.0,7.453030303030303,2783.4545454545455,114802
114802_1,-70.57581770114938,-33.51325310344828,184.0,35.0,0.0,0.0,2.8442528735632187,868.3793103448276,114802
114802_2,-70.5512404854369,-33.517917475728154,80.0,14.0,0.0,0.0,8.612459546925564,3386.5922330097087,114802
114802_3,-70.54139823529411,-33.53522470588236,19.0,3.0,0.0,0.0,15.190196078431374,6896.117647058823,114802
114802_4,-70.56889370370368,-33.51634379629632,102.0,19.0,0.0,0.0,4.433333333333334,1550.388888888889,114802
114824_0,-70.57834807692308,-33.545024307692316,166.0,30.0,1.0,1.0,5.235641025641027,1839.176923076923,114824
114824_1,-70.59669262295084,-33.55492426229508,172.0,31.0,0.0,0.0,6.801775956284151,2616.9590163934427,114824
114824_2,-70.59653870967746,-33.54452154838708,202.0,37.0,0.0,0.0,2.8804301075268817,930.5096774193548,114824
114824_3,-70.59207133333332,-33.54795666666667,200.0,37.0,0.0,0.0,5.95888888888889,1982.2666666666667,114824
200144_0,-70.57335111111111,-33.55494333333333,96.0,18.0,1.0,1.0,5.016666666666666,1399.111111111111,200144
200144_1,-70.56877226804126,-33.55484701030929,216.0,41.0,0.0,0.0,5.713745704467353,1704.2371134020618,200144
200144_2,-70.58249976190476,-33.556975238095234,65.0,12.0,0.0,0.0,2.318253968253968,524.1904761904761,200144
200144_3,-70.58128053571424,-33.55218910714286,74.0,14.0,0.0,0.0,4.063095238095237,1083.0357142857142,200144
114816_0,-70.57738877551023,-33.56139183673469,99.0,19.0,1.0,1.0,2.610544217687075,769.9183673469388,114816
114816_1,-70.56493064516128,-33.55918419354839,64.0,12.0,0.0,0.0,4.947849462365592,1717.032258064516,114816
114816_2,-70.59279,-33.56207466666666,77.0,14.0,0.0,0.0,5.6244444444444435,2055.0444444444443,114816
114816_3,-70.58855636363634,-33.56759727272727,69.0,13.0,0.0,0.0,5.56590909090909,1860.0,114816
114816_4,-70.57884333333335,-33.562913333333334,98.0,19.0,0.0,0.0,4.894444444444445,1372.3333333333333,114816
114805_0,-70.60629036363639,-33.55631918181817,122.0,22.0,1.0,1.0,3.068636363636365,830.8,114805
114805_1,-70.6102316981132,-33.565465094339615,168.0,31.0,0.0,0.0,4.102830188679245,1173.132075471698,114805
114805_2,-70.60630030927834,-33.56022546391753,172.0,32.0,0.0,0.0,1.71786941580756,424.9484536082474,114805
114805_3,-70.59521357142859,-33.56624952380953,67.0,12.0,0.0,0.0,5.128968253968255,1607.095238095238,114805
114805_4,-70.60338666666667,-33.561636666666665,42.0,8.0,0.0,0.0,3.5666666666666664,691.6666666666666,114805
200051_0,-70.6104913207547,-33.552074716981124,105.0,20.0,1.0,1.0,3.405974842767295,1019.0566037735849,200051
200051_1,-70.60647789473684,-33.54840539473684,162.0,30.0,0.0,0.0,2.0861842105263158,598.7631578947369,200051
200051_2,-70.60683361702127,-33.53934872340426,69.0,13.0,0.0,0.0,3.4985815602836894,1043.212765957447,200051
200051_3,-70.60788625,-33.54904,58.0,11.0,0.0,0.0,2.2312499999999997,569.75,200051
114825_0,-70.61778894736845,-33.54893494736844,205.0,39.0,1.0,1.0,4.682105263157895,1538.9894736842105,114825
114825_1,-70.62597182926832,-33.553706951219496,120.0,22.0,0.0,0.0,2.0849593495934964,609.5487804878048,114825
114825_2,-70.61666721518986,-33.55402797468355,191.0,36.0,0.0,0.0,4.945358649789027,1667.9493670886077,114825
114825_3,-70.62743836363636,-33.548579454545454,119.0,22.0,0.0,0.0,2.431515151515151,699.3818181818182,114825
114825_4,-70.62681000000002,-33.55211166666667,154.0,28.0,0.0,0.0,2.6625,768.0833333333334,114825
114817_0,-70.620299375,-33.56398875,16.0,3.0,1.0,1.0,4.723958333333332,1484.0625,114817
114817_1,-70.62366072463769,-33.56075985507246,156.0,29.0,0.0,0.0,3.7521739130434772,1155.9420289855072,114817
114817_2,-70.6149412,-33.55831679999999,74.0,14.0,0.0,0.0,2.3813333333333335,532.3,114817
114817_3,-70.62426333333333,-33.56191666666667,18.0,3.0,0.0,0.0,3.6833333333333336,1321.3333333333333,114817
114817_4,-70.6144012962963,-33.56142018518519,67.0,12.0,0.0,0.0,3.106481481481482,877.0185185185185,114817
114804_0,-70.60036259259259,-33.531829753086434,62.0,11.0,0.0,0.0,2.1549382716049377,578.395061728395,114804
114804_1,-70.599245,-33.53733180000001,78.0,14.0,0.0,0.0,3.6266666666666665,1086.08,114804
114804_2,-70.59966514285715,-33.52840542857143,4.0,1.0,0.0,0.0,4.115714285714286,1179.3142857142857,114804
114804_3,-70.59701999999999,-33.53558285714286,53.0,10.0,0.0,0.0,4.145238095238095,1322.7142857142858,114804
114804_4,-70.60698641509434,-33.533145283018875,40.0,7.0,0.0,0.0,3.1641509433962263,1004.5849056603773,114804
114315_0,-70.61103444444444,-33.52766666666667,5.0,1.0,0.0,0.0,2.837037037037037,1157.111111111111,114315
114315_1,-70.61934285714285,-33.52685428571428,53.0,10.0,0.0,0.0,1.2531746031746036,490.2857142857143,114315
114315_2,-70.630005,-33.5307425,53.0,10.0,0.0,0.0,2.7145833333333336,1121.625,114315
114315_3,-70.61852,-33.529836153846155,53.0,10.0,0.0,0.0,2.0025641025641026,696.6153846153846,114315
114806_0,-70.62798557575756,-33.538164787878785,252.0,47.0,1.0,1.0,2.713333333333336,882.4363636363636,114806
114806_1,-70.61678235294119,-33.5437512605042,257.0,49.0,0.0,0.0,5.867086834733893,2295.4201680672268,114806
114806_2,-70.61615489361702,-33.53519021276596,113.0,21.0,0.0,0.0,5.212411347517729,1978.127659574468,114806
114806_3,-70.62244999999999,-33.535250000000005,35.0,7.0,0.0,0.0,3.95,1314.0,114806
114807_0,-70.63624862068964,-33.549309999999984,86.0,16.0,1.0,1.0,4.735057471264368,1582.5344827586207,114807
114807_1,-70.64849333333333,-33.544984666666664,158.0,30.0,0.0,0.0,1.7788888888888887,557.6222222222223,114807
114807_2,-70.64551621621622,-33.54831783783784,111.0,21.0,0.0,0.0,2.9166666666666665,817.3783783783783,114807
114807_3,-70.64605533333332,-33.54571133333334,5.0,1.0,0.0,0.0,2.3766666666666665,766.3333333333334,114807
114807_4,-70.63963090909091,-33.54588795454546,121.0,23.0,0.0,0.0,3.8340909090909094,1215.8863636363637,114807
114811_0,-70.63585464285715,-33.61789785714286,29.0,5.0,0.0,0.0,9.155357142857142,4973.892857142857,114811
114811_1,-70.61765209606985,-33.59215393013101,343.0,63.0,1.0,1.0,3.1938136826783117,1030.8995633187774,114811
114811_2,-70.62274875,-33.5915575,163.0,30.0,0.0,0.0,3.9822916666666663,1319.9375,114811
114811_3,-70.6410632727273,-33.58650036363637,50.0,9.0,0.0,0.0,7.583333333333334,3058.0363636363636,114811
114826_0,-70.61911230769229,-33.62987109890111,36.0,6.0,0.0,0.0,4.6390109890109885,1978.2637362637363,114826
114826_1,-70.62311578947367,-33.61460596491228,35.0,6.0,0.0,0.0,5.845321637426901,2383.8245614035086,114826
114826_2,-70.62528705882353,-33.62754176470588,140.0,26.0,0.0,0.0,2.8630718954248366,963.7254901960785,114826
114826_3,-70.62623666666667,-33.62918666666666,331.0,63.0,1.0,1.0,2.9788888888888887,1131.3333333333333,114826
114808_0,-70.63367666666667,-33.57960411764705,109.0,20.0,1.0,1.0,3.78202614379085,799.0392156862745,114808
114808_1,-70.6390490566038,-33.5800441509434,100.0,19.0,0.0,0.0,2.340251572327044,418.9433962264151,114808
114808_2,-70.64491977272729,-33.57817090909091,50.0,9.0,0.0,0.0,2.9651515151515158,835.8409090909091,114808
114808_3,-70.640155,-33.57911,17.0,3.0,0.0,0.0,1.5416666666666665,234.0,114808
114808_4,-70.64423777777778,-33.583440370370376,51.0,9.0,0.0,0.0,4.140740740740742,1165.888888888889,114808
114809_0,-70.65883342857144,-33.58321299999999,71.0,13.0,0.0,0.0,4.910714285714283,1668.1,114809
114809_1,-70.65291137499996,-33.5810235,58.0,11.0,0.0,0.0,3.039166666666667,802.5625,114809
114809_2,-70.64526326923077,-33.58630826923077,30.0,5.0,0.0,0.0,5.035897435897435,1827.9423076923076,114809
114809_3,-70.65452389830509,-33.57694864406779,93.0,17.0,0.0,0.0,2.7943502824858757,742.3728813559322,114809
114819_0,-70.64007492063492,-33.56369444444445,127.0,24.0,1.0,1.0,2.6341269841269845,1040.1904761904761,114819
114819_1,-70.6481947457627,-33.557946949152544,31.0,5.0,0.0,0.0,3.7305084745762724,1136.406779661017,114819
114819_2,-70.63635552238807,-33.56091850746269,119.0,22.0,0.0,0.0,4.6902985074626855,1742.44776119403,114819
114819_3,-70.65067303370787,-33.56134516853934,174.0,33.0,0.0,0.0,2.823408239700374,850.5842696629213,114819
114819_4,-70.64325888888888,-33.56122888888889,62.0,11.0,0.0,0.0,3.388888888888889,1213.6666666666667,114819
114820_0,-70.5953013043479,-33.57846986956521,552.0,104.0,1.0,1.0,6.020724637681162,1936.1869565217391,114820
114820_1,-70.60010716088325,-33.588501514195606,840.0,158.0,1.0,1.0,4.196372239747634,1244.006309148265,114820
114820_2,-70.58235435897434,-33.588989551282054,438.0,82.0,1.0,1.0,8.355235042735044,3033.403846153846,114820
114820_3,-70.59556428571429,-33.58522821428571,443.0,84.0,1.0,1.0,5.121428571428572,1595.0714285714287,114820
114814_0,-70.63883043956041,-33.53833967032968,244.0,47.0,1.0,1.0,2.471611721611721,627.1538461538462,114814
114814_1,-70.63903533333334,-33.52655433333333,122.0,24.0,0.0,0.0,5.699999999999999,1834.0166666666667,114814
114814_2,-70.64469756410256,-33.53566423076923,23.0,4.0,0.0,0.0,2.841025641025642,734.474358974359,114814
114814_3,-70.64234999999998,-33.54043000000001,26.0,5.0,0.0,0.0,2.4166666666666665,486.0,114814
114814_4,-70.64461980769231,-33.526964999999976,1.0,0.0,0.0,0.0,5.966346153846154,1900.0384615384614,114814
114828_0,-70.63552055555554,-33.55621755555555,99.0,19.0,1.0,1.0,3.282592592592591,1038.3333333333333,114828
114828_1,-70.64580955555556,-33.553871777777786,12.0,2.0,0.0,0.0,2.3948148148148154,790.7555555555556,114828
114828_2,-70.64076355555557,-33.552691999999986,221.0,43.0,0.0,0.0,1.849629629629629,435.7111111111111,114828
114828_3,-70.65075281250002,-33.55188859375001,18.0,3.0,0.0,0.0,3.790364583333333,1253.96875,114828
114801_0,-70.55900733333337,-33.61393681481478,295.0,55.0,1.0,1.0,8.757530864197529,2764.4666666666667,114801
114801_1,-70.58278902702699,-33.60711448648649,425.0,80.0,1.0,1.0,3.293693693693694,952.5243243243243,114801
114801_2,-70.56461982758617,-33.600855517241385,648.0,123.0,1.0,1.0,6.899856321839083,2044.521551724138,114801
114801_3,-70.59610256578945,-33.609313552631555,374.0,71.0,1.0,1.0,6.182675438596491,2149.7960526315787,114801
114801_4,-70.5754475,-33.60405375,195.0,37.0,0.0,0.0,7.008333333333334,2254.375,114801
114822_0,-70.5543451707317,-33.558992585365836,444.0,84.0,1.0,1.0,9.895528455284554,4224.604878048781,114822
114822_1,-70.56227101529902,-33.58640624478441,2076.0,392.0,4.0,4.0,4.710848400556327,1604.5605006954104,114822
114822_2,-70.57112061290323,-33.56972027419354,1618.0,311.0,3.0,3.0,7.369354838709676,2806.909677419355,114822
114822_3,-70.56493,-33.596090000000004,395.0,75.0,1.0,1.0,6.900000000000001,2739.0,114822
114313_0,-70.45207,-33.65692799999999,171.0,33.0,1.0,1.0,12.716666666666665,4562.96,114313
114313_1,-70.50682878787877,-33.717756969696936,78.0,15.0,0.0,0.0,12.433585858585845,4476.666666666667,114313
114313_2,-70.41692399999998,-33.627219333333365,155.0,29.0,0.0,0.0,13.306203703703732,5126.805555555556,114313
114313_3,-70.52395521276596,-33.60987085106383,156.0,29.0,0.0,0.0,3.1679078014184405,974.7765957446809,114313
114313_4,-70.11371061224483,-33.72734530612247,31.0,6.0,0.0,0.0,14.399999999999986,4468.0,114313
114812_0,-70.58745881533108,-33.62527282229966,475.0,88.0,1.0,1.0,2.834204413472706,891.6794425087108,114812
114812_1,-70.55240575,-33.710274999999996,89.0,17.0,0.0,0.0,5.555000000000003,2438.65,114812
114812_2,-70.58581673151754,-33.61973844357976,535.0,100.0,1.0,1.0,5.145201037613486,1646.7237354085603,114812
114812_3,-70.5932025,-33.6292575,61.0,11.0,0.0,0.0,3.470833333333333,1231.5,114812
114821_0,-70.600685,-33.624204999999996,40.0,7.0,0.0,0.0,6.516666666666666,2999.0,114821
114821_1,-70.61357794392521,-33.62060897196262,11.0,2.0,0.0,0.0,4.073052959501557,1390.4859813084113,114821
114821_2,-70.60346490566039,-33.622485849056595,66.0,12.0,0.0,0.0,5.152201257861636,2276.603773584906,114821
114821_3,-70.61257614457833,-33.62901590361446,52.0,8.0,0.0,0.0,3.1281124497991972,875.6987951807229,114821
