cod_cluster,lon,lat,S1,S2,S3,S4,time_min,COD_NVO
114303_0,-70.5754155216285,-33.52856122137402,191.0,34.0,1.0,1.0,12.52175572519085,114303
114303_1,-70.56349295302009,-33.53785302013426,109.0,19.0,0.0,0.0,17.081375838926185,114303
114303_2,-70.6047672033898,-33.52171110169492,58.0,10.0,0.0,0.0,4.9868644067796595,114303
114303_3,-70.58169333333332,-33.52846666666667,66.0,12.0,0.0,0.0,12.097222222222221,114303
114831_0,-70.58005090909091,-33.51862282828283,144.0,28.0,1.0,1.0,7.495791245791247,114831
114831_1,-70.5984915384615,-33.513943974358966,27.0,5.0,0.0,0.0,6.139529914529914,114831
114831_2,-70.588973,-33.516414,193.0,38.0,0.0,0.0,4.2299999999999995,114831
114831_3,-70.58884965517238,-33.518147471264385,37.0,7.0,0.0,0.0,4.304406130268201,114831
114802_0,-70.57218298429318,-33.51484272251309,104.0,19.0,1.0,1.0,3.652006980802791,114802
114802_1,-70.5422818181818,-33.533779090909086,8.0,1.0,0.0,0.0,14.30606060606061,114802
114802_2,-70.55236216981135,-33.51784924528302,98.0,18.0,0.0,0.0,8.498584905660378,114802
114802_3,-70.56281428571428,-33.51628571428571,84.0,16.0,0.0,0.0,5.776190476190477,114802
114824_0,-70.59670757763978,-33.544771677018616,57.0,10.0,0.0,0.0,2.950414078674948,114824
114824_1,-70.59656975409838,-33.55509737704919,73.0,13.0,0.0,0.0,6.904371584699452,114824
114824_2,-70.5786579562044,-33.544979270073,30.0,5.0,0.0,0.0,5.271289537712897,114824
114824_3,-70.59937499999997,-33.540915000000005,59.0,12.0,0.0,0.0,3.3916666666666666,114824
200144_0,-70.56875280000001,-33.55489000000001,55.0,10.0,0.0,0.0,5.756166666666665,200144
200144_1,-70.58113931034481,-33.55222068965518,13.0,2.0,0.0,0.0,4.07787356321839,200144
200144_2,-70.5757025,-33.55566,44.0,9.0,0.0,0.0,3.525,200144
200144_3,-70.58246666666666,-33.556899047619055,12.0,2.0,0.0,0.0,2.3345238095238097,200144
114816_0,-70.57738877551023,-33.56139183673469,20.0,3.0,0.0,0.0,2.610544217687075,114816
114816_1,-70.59279000000001,-33.56207466666666,19.0,3.0,0.0,0.0,5.6244444444444435,114816
114816_2,-70.56507034482757,-33.559161379310346,7.0,1.0,0.0,0.0,4.949999999999999,114816
114816_3,-70.58855636363634,-33.56759727272727,15.0,3.0,0.0,0.0,5.56590909090909,114816
114816_4,-70.572468,-33.561554,43.0,8.0,0.0,0.0,4.903333333333333,114816
114805_0,-70.60706586206899,-33.55584632183907,93.0,17.0,1.0,1.0,3.248084291187741,114805
114805_1,-70.59521357142859,-33.56624952380953,24.0,4.0,0.0,0.0,5.128968253968255,114805
114805_2,-70.61043803921567,-33.56562980392156,57.0,10.0,0.0,0.0,4.136601307189541,114805
114805_3,-70.60572409836067,-33.559791311475415,208.0,40.0,0.0,0.0,1.889207650273224,114805
114805_4,-70.60336666666667,-33.563750000000006,84.0,16.0,0.0,0.0,2.766666666666667,114805
200051_0,-70.60651146341462,-33.54853402439025,32.0,6.0,0.0,0.0,2.0810975609756106,200051
200051_1,-70.61053962962963,-33.55201333333332,33.0,6.0,0.0,0.0,3.4,200051
200051_2,-70.60692085106382,-33.53943659574468,6.0,1.0,0.0,0.0,3.4613475177304975,200051
200051_3,-70.60427000000001,-33.538450000000005,23.0,5.0,0.0,0.0,4.416666666666667,200051
114825_0,-70.61707074074074,-33.55420654320989,30.0,5.0,0.0,0.0,4.8897119341563755,114825
114825_1,-70.62754103448276,-33.548597413793104,51.0,9.0,0.0,0.0,2.4600574712643675,114825
114825_2,-70.61777561224493,-33.54898132653062,16.0,3.0,0.0,0.0,4.687244897959184,114825
114825_3,-70.62763500000001,-33.55356166666667,72.0,13.0,0.0,0.0,2.1694444444444443,114825
114825_4,-70.62599062500003,-33.55359112499998,23.0,4.0,0.0,0.0,2.0127083333333338,114825
114817_0,-70.61480808510639,-33.55828085106383,57.0,11.0,1.0,1.0,2.381205673758865,114817
114817_1,-70.62378955223882,-33.56073388059701,35.0,6.0,0.0,0.0,3.7604477611940292,114817
114817_2,-70.61434660377358,-33.56141905660378,66.0,12.0,0.0,0.0,3.119496855345912,114817
114817_3,-70.61829166666668,-33.55947,132.0,26.0,0.0,0.0,2.3722222222222222,114817
114817_4,-70.62078421052631,-33.563901578947366,47.0,9.0,0.0,0.0,4.679824561403508,114817
114804_0,-70.6014571681416,-33.53294146017697,140.0,25.0,0.0,0.0,3.082522123893803,114804
114315_0,-70.62155153846155,-33.52734615384615,6.0,1.0,0.0,0.0,0.9769230769230768,114315
114315_1,-70.61173714285715,-33.52583428571428,1.0,0.0,0.0,0.0,2.4261904761904765,114315
114315_2,-70.61824235294117,-33.528568235294124,18.0,3.0,0.0,0.0,1.7284313725490197,114315
114315_3,-70.630005,-33.5307425,11.0,2.0,0.0,0.0,2.7145833333333336,114315
114315_4,-70.61230333333333,-33.529801666666664,8.0,1.0,0.0,0.0,3.136111111111111,114315
114806_0,-70.61611084210526,-33.535234,31.0,5.0,0.0,0.0,5.2149122807017525,114806
